Id;habit_tipo;habit_zona_tipo;lote_testada;lote_area;rua_acesso_tipo;acesso_jardim_tipo;lote_formato;lote_topografia;servicos_publicos;lote_configuracao;lote_declive;bairro;habitacao_tipo;habitacao_estilo;acabamento_nivel;condicao_geral;construcao_ano;reforma_estrutural_ano;telhado_ipo;telhado_material;exterior_revestimento;exterior_revestimento_2;alvenaria_cobertura;alvenaria_area;exterior_mat_qualidade;exterior_condicao;tipo_fundacao;porao_altura_qualidade;porao_estado_geral;parede_jardim_estado;porao_espaco_qualidade;area_construida;area_finulllizada_qualidade;metros_acabados_2;area_inacabada_porao;porao_area_total;aquecimento_tipo;aquecimento_qualidade;ar_condicionado_central;sistema_eletrico;area_andar_1;area_andar_2;area_quadrada_baixa_qualidade;area_habitavel;quantidade_banheiro_porao;quantidade_lavabo_porao;quantidade_banheiros_completos;quantidade_lavabos;quantidade_quartos;quantidade_cozinha;cozinha_qualidade;quartos_quantidade;Functional;lareira_quantidade;lareira_qualidade;condicao_1;condicao_2;garagem_tipo;garagem_ano_construcao;garagem_acabamento;garagem_carros;garagem_area;garagem_qualidade;garagem_condicao;rua_Parcialavimento;deck_area;varanda_aberta_area;varanda_fechada_area;varanda_inverno_area;varanda_verao_area;piscina_area;piscina_qualidade;cerca;recursos_extras;recursos_extras_valor;venda_mes;venda_ano;venda_tipo;venda_condicao;venda_preco
700;120;Residencial Vila Flutuante;59;4282;Pavimentado;Pavimentado;Moderadamente Irregular;Plano;Todos;Interno;Suave;Iriri;TwnhsE;1Story;7;5;2004;2004;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Mínimo;Boa para morar;16;inacabado;0;1375;1391;Gás;Excelente;sim;SBrkr;1391;0;0;1391;0;0;2;0;2;1;Bom;5;Typ;0;null;Normal;Normal;Anexo à casa;2004;Acabamento Bruto;2;530;Média;Média;Parcialavimentado;156;158;0;0;0;0;null;null;null;0;7;2008;Termo de Garantia - 15% de entradavencional;Normal;196000
701;20;Residencial Baixa Densidade;85;14331;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Miramar;1Fam;1Story;8;5;2002;2002;Telha de Barro;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;630;Bom;Médio;Concreto armado;Excelente;Média;Bom;Boa para morar;1274;inacabado;0;526;1800;Gás;Excelente;sim;SBrkr;1800;0;0;1800;1;0;2;0;3;1;Bom;7;Typ;1;Bom;Normal;Normal;Anexo à casa;2002;Acabado;3;765;Média;Média;Parcialavimentado;270;78;0;0;0;0;null;null;null;0;5;2006;Termo de Garantia - 15% de entradavencional;Normal;312500
702;20;Residencial Baixa Densidade;80;9600;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Carangola;1Fam;1Story;7;5;1969;1969;Telha de Barro;Telha Padrão;Placa dura;Placa Rígida;Pedra Lasca;168;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;1164;1164;Gás;Médio;sim;SBrkr;1164;0;0;1164;0;0;1;1;3;1;Média;6;Typ;0;null;Normal;Normal;Anexo à casa;1969;Inacabado;2;528;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;null;null;0;7;2006;Escritura/Espólio do Oficial de Justiça;Normal;140000
703;60;Residencial Baixa Densidade;82;12438;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Marata;1Fam;2Story;8;5;2006;2006;Telha de Barro;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;466;Exelente;Médio;Concreto armado;Excelente;Bom;Sem Exposiçao;Inacabado;0;inacabado;0;1234;1234;Gás;Excelente;sim;SBrkr;1264;1312;0;2576;0;0;2;1;4;1;Excelente;10;Typ;1;Bom;Normal;Normal;Embutido;2006;Acabado;3;666;Média;Média;Parcialavimentado;324;100;0;0;0;0;null;null;null;0;7;2006;Casa nova;Parcial;361919
704;190;Residencial Média Densidade;76;7630;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Osasco;2fmCon;2Story;5;9;1900;1996;Empenado;Telha Padrão;Revestimento de madeira;Revestimento de madeira;Nenhum;0;Mediano;Bom;Tijolos e Azuleijos;Bom;Média;Sem Exposiçao;Inacabado;0;inacabado;0;360;360;Gás;Bom;sim;SBrkr;1032;780;0;1812;0;0;2;0;4;2;Bom;8;Typ;1;Po;Rua lateral;Normal;Separado da casa;1999;Inacabado;2;672;Média;Média;Cascalho;344;0;40;0;0;0;null;Baixa privacidade;null;0;5;2010;Termo de Garantia - 15% de entradavencional;Normal;140000
704;190;Residencial Média Densidade;76;7630;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Osasco;2fmCon;2Story;5;9;1900;1996;Empenado;Telha Padrão;Revestimento de madeira;Telhas de madeira;Nenhum;0;Mediano;Bom;Tijolos e Azuleijos;Bom;Média;Sem Exposiçao;Inacabado;0;inacabado;0;360;360;Gás;Bom;sim;SBrkr;1032;780;0;1812;0;0;2;0;4;2;Bom;8;Typ;1;Po;Rua lateral;Normal;Separado da casa;1999;Inacabado;2;672;Média;Média;Cascalho;344;0;40;0;0;0;null;Baixa privacidade;null;0;5;2010;Termo de Garantia - 15% de entradavencional;Normal;140000
705;20;Residencial Baixa Densidade;70;8400;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Tijuca;1Fam;1Story;7;5;2004;2005;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;109;Bom;Médio;Concreto armado;Bom;Média;Médio;Boa para morar;712;inacabado;0;761;1473;Gás;Excelente;sim;SBrkr;1484;0;0;1484;1;0;2;0;3;1;Bom;7;Typ;0;null;Normal;Normal;Anexo à casa;2004;Acabamento Bruto;2;606;Média;Média;Parcialavimentado;0;35;0;144;0;0;null;null;null;0;5;2010;Termo de Garantia - 15% de entradavencional;Normal;213000
706;190;Residencial Média Densidade;70;5600;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Itaipava;2fmCon;2Story;4;5;1930;1950;Telha de Barro;Telha Padrão;Revestimento de vinil;Telhas de madeira;Nenhum;0;Razoavel;Razoável;Laje;null;null;null;null;0;null;0;0;0;Gás;Razoável;não;SBrkr;372;720;0;1092;0;0;2;0;3;2;Razoável;7;Mod;0;null;Normal;Normal;null;NA;null;0;0;null;null;Cascalho;0;0;0;0;0;0;null;null;Outro;3500;7;2010;Termo de Garantia - 15% de entradavencional;Normal;55000
706;190;Residencial Média Densidade;70;5600;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Itaipava;2fmCon;2Story;4;5;1930;1950;Telha de Barro;Telha Padrão;Revestimento de vinil;Revestimento de madeira;Nenhum;0;Razoavel;Razoável;Laje;null;null;null;null;0;null;0;0;0;Gás;Razoável;não;SBrkr;372;720;0;1092;0;0;2;0;3;2;Razoável;7;Mod;0;null;Normal;Normal;null;NA;null;0;0;null;null;Cascalho;0;0;0;0;0;0;null;null;Outro;3500;7;2010;Termo de Garantia - 15% de entradavencional;Normal;55000
707;20;Residencial Baixa Densidade;NA;115149;Pavimentado;NA;Moderadamente Irregular;Declive a partir da rua;Todos;Fim de rua;Severo;Curicica;1Fam;1Story;7;5;1971;2002;Empenado;Telha Padrão;Madeira compensada;Contraplacado;Pedra;351;Mediano;Médio;Bloco de concreto;Bom;Média;Bom;Boa para morar;1219;inacabado;0;424;1643;Gás;Médio;sim;SBrkr;1824;0;0;1824;1;0;2;0;2;1;Bom;5;Typ;2;Média;Normal;Normal;Anexo à casa;1971;Inacabado;2;739;Média;Média;Parcialavimentado;380;48;0;0;0;0;null;null;null;0;6;2007;Termo de Garantia - 15% de entradavencional;Normal;302000
708;120;Residencial Baixa Densidade;48;6240;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Capivari;TwnhsE;1Story;8;5;2006;2006;Telha de Barro;Telha Padrão;Revestimento de metal;Revestimento de Metal;Pedra Lasca;176;Bom;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Boa para morar;863;inacabado;0;461;1324;Gás;Excelente;sim;SBrkr;1324;0;0;1324;1;0;2;0;2;1;Bom;6;Typ;1;Bom;Normal;Normal;Anexo à casa;2006;Acabado;2;550;Média;Média;Parcialavimentado;192;38;0;0;0;0;null;null;null;0;12;2009;Termo de Garantia - 15% de entradavencional;Normal;254000
709;60;Residencial Baixa Densidade;65;9018;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Morin;1Fam;2Story;7;5;2007;2007;Telha de Barro;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Médio;Inacabado;0;inacabado;0;728;728;Gás;Excelente;sim;SBrkr;728;728;0;1456;0;0;2;1;3;1;Bom;8;Typ;1;Bom;Normal;Normal;Anexo à casa;2007;Acabado;2;400;Média;Média;Parcialavimentado;100;24;0;0;0;0;null;null;null;0;7;2007;Casa nova;Parcial;179540
710;20;Residencial Baixa Densidade;NA;7162;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Maragogi;1Fam;1Story;5;7;1966;1966;Empenado;Telha Padrão;Placa dura;Placa Rígida;Bloco comum;41;Mediano;Médio;Concreto armado;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;876;876;Gás;Médio;sim;SBrkr;904;0;0;904;0;0;1;0;3;1;Média;6;Typ;0;null;Normal;Normal;Anexo à casa;1966;Inacabado;1;408;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;Baixa privacidade;null;0;12;2008;Termo de Garantia - 15% de entradavencional;Anormal;109900
711;30;Residencial Baixa Densidade;56;4130;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Leblon;1Fam;1Story;3;6;1935;2003;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Nenhum;0;Bom;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;270;270;Gás;Bom;sim;SBrkr;729;0;0;729;0;0;1;0;2;1;Média;5;Maj2;0;null;Normal;Normal;null;NA;null;0;0;null;null;Cascalho;0;0;0;0;0;0;null;null;null;0;7;2008;Termo de Garantia - 15% de entradavencional;Normal;52000
712;50;Comercial;66;8712;Pavimentado;Pavimentado;Regular;Encosta;Todos;Interno;Moderado;Itaipava;1Fam;1.5Fin;4;7;1900;1950;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Pedra;Médio;Média;Mínimo;Inacabado;0;inacabado;0;859;859;Gás;Bom;sim;SBrkr;859;319;0;1178;0;0;1;0;2;1;Média;7;Typ;0;null;Normal;Normal;Separado da casa;1964;Acabamento Bruto;1;384;Média;Média;Cascalho;68;0;98;0;0;0;null;null;null;0;1;2010;Termo de Garantia - 15% de entradavencional;Anormal;102776
713;120;Residencial Baixa Densidade;40;4671;Pavimentado;NA;Ligeiramente irregular;Encosta;Todos;Interno;Suave;Marata;TwnhsE;1Story;8;5;1988;1989;Empenado;Telha Padrão;Placa dura;Placa Rígida;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Mínimo;Boa para morar;767;inacabado;0;461;1228;Gás;Bom;sim;SBrkr;1228;0;0;1228;1;0;2;0;2;1;Bom;5;Typ;1;Bom;Normal;Normal;Anexo à casa;1988;Acabado;2;472;Média;Média;Parcialavimentado;168;120;0;0;0;0;null;null;null;0;10;2008;Termo de Garantia - 15% de entradavencional;Normal;189000
714;190;Residencial Baixa Densidade;60;9873;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Leblon;2fmCon;1Story;4;5;1970;1970;Empenado;Telha Padrão;Placa dura;Placa Rígida;Pedra Lasca;160;Mediano;Médio;Bloco de concreto;Médio;Média;Médio;Alojamento mediano;789;inacabado;0;171;960;Vapor;Médio;não;SBrkr;960;0;0;960;1;0;1;0;3;1;Média;6;Typ;0;null;RRAn;Normal;Separado da casa;1970;Inacabado;2;576;Média;Média;Parcialavimentado;0;288;0;0;0;0;null;null;null;0;5;2006;Termo de Garantia - 15% de entradavencional;Normal;129000
715;60;Residencial Baixa Densidade;NA;13517;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Fim de rua;Suave;Maragogi;1Fam;2Story;6;8;1976;2005;Empenado;Telha Padrão;Placa dura;Contraplacado;Pedra Lasca;289;Bom;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Boa para morar;533;inacabado;0;192;725;Gás;Excelente;sim;SBrkr;725;754;0;1479;0;0;2;1;3;1;Bom;6;Typ;0;null;RRAe;Normal;Anexo à casa;1976;Acabamento Bruto;2;475;Média;Média;Parcialavimentado;0;44;0;0;0;0;null;null;null;0;3;2010;Termo de Garantia - 15% de entradavencional;Normal;130500
716;20;Residencial Baixa Densidade;78;10140;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Carangola;1Fam;1Story;6;5;1974;1974;Telha de Barro;Telha Padrão;Placa dura;Placa Rígida;Pedra Lasca;174;Mediano;Médio;Bloco de concreto;Bom;Média;Sem Exposiçao;Inacabado;0;inacabado;0;1064;1064;Gás;Médio;sim;SBrkr;1350;0;0;1350;0;0;2;0;3;1;Média;7;Typ;1;Média;Normal;Normal;Anexo à casa;1974;Acabamento Bruto;2;478;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;Baixa privacidade;null;0;8;2009;Termo de Garantia - 15% de entradavencional;Normal;165000
717;70;Residencial Média Densidade;60;10800;Pavimentado;Cascalho;Regular;Aclive a partir da rua;Todos;Interno;Suave;Osasco;1Fam;2Story;7;8;1890;1998;Empenado;Telha Padrão;Revestimento de madeira;Revestimento de vinil;Nenhum;0;Mediano;Bom;Tijolos e Azuleijos;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;718;718;Gás;Excelente;sim;SBrkr;1576;978;0;2554;0;0;1;1;3;1;Média;8;Typ;0;null;Normal;Normal;Separado da casa;1996;Inacabado;2;704;Média;Média;Parcial;0;48;143;0;0;0;null;null;null;0;7;2007;Termo de Garantia - 15% de entradavencional;Normal;159500
718;20;Residencial Baixa Densidade;80;10000;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Carangola;1Fam;1Story;5;6;1973;2000;Empenado;Telha Padrão;Placa dura;Placa Rígida;Nenhum;0;Mediano;Médio;Bloco de concreto;Bom;Média;Sem Exposiçao;Alojamento abaixo da média;1084;inacabado;0;92;1176;Gás;Bom;sim;SBrkr;1178;0;0;1178;0;1;1;1;3;1;Bom;5;Typ;1;Razoável;Normal;Normal;Anexo à casa;1973;Inacabado;2;439;Média;Média;Parcialavimentado;224;0;0;0;0;0;null;Baixa privacidade;null;0;11;2008;Termo de Garantia - 15% de entradavencional;Normal;157000
719;60;Residencial Baixa Densidade;96;10542;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Lapa;1Fam;2Story;7;5;1993;1994;Telha de Barro;Telha Padrão;Revestimento de madeira;Imitação de Estuque;Pedra Lasca;651;Bom;Médio;Concreto armado;Bom;Média;Bom;Boa para morar;1173;inacabado;0;138;1311;Gás;Excelente;sim;SBrkr;1325;1093;0;2418;1;0;2;1;3;1;Bom;9;Typ;1;Média;Normal;Normal;Anexo à casa;1993;Acabamento Bruto;3;983;Média;Média;Parcialavimentado;250;154;216;0;0;0;null;null;null;0;8;2008;Termo de Garantia - 15% de entradavencional;Normal;341000
720;20;Residencial Baixa Densidade;69;9920;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Tijuca;1Fam;1Story;5;6;1969;1969;Empenado;Telha Padrão;Placa dura;Contraplacado;Nenhum;0;Mediano;Médio;Bloco de concreto;Bom;Média;Bom;Alojamento mediano;523;inacabado;0;448;971;Gás;Médio;sim;SBrkr;971;0;0;971;0;0;1;1;3;1;Média;5;Typ;1;Po;Normal;Normal;Anexo à casa;1969;Inacabado;1;300;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;null;null;0;5;2006;Termo de Garantia - 15% de entradavencional;Normal;128500
721;120;Residencial Baixa Densidade;NA;6563;Pavimentado;NA;Ligeiramente irregular;Declive a partir da rua;Todos;Fim de rua;Moderado;Marata;1Fam;1Story;8;5;1985;1985;Empenado;Telha Padrão;Placa dura;Placa Rígida;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Bom;Boa para morar;1148;inacabado;0;594;1742;Gás;Médio;sim;SBrkr;1742;0;0;1742;1;0;2;0;2;1;Bom;5;Typ;1;Média;Normal;Normal;Anexo à casa;1985;Acabamento Bruto;2;564;Média;Média;Parcialavimentado;114;28;234;0;0;0;null;null;null;0;12;2006;Termo de Garantia - 15% de entradavencional;Normal;275000
722;120;Residencial Média Densidade;NA;4426;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Tijuca;TwnhsE;1Story;6;5;2004;2004;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;169;Bom;Médio;Concreto armado;Bom;Média;Médio;Boa para morar;662;inacabado;0;186;848;Gás;Excelente;sim;SBrkr;848;0;0;848;1;0;1;0;1;1;Bom;3;Typ;0;null;Normal;Normal;Anexo à casa;2004;Acabamento Bruto;2;420;Média;Média;Parcialavimentado;160;0;0;0;0;0;null;null;null;0;5;2010;Termo de Garantia - 15% de entradavencional;Normal;143000
723;20;Residencial Baixa Densidade;70;8120;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Arpuador;1Fam;1Story;4;7;1970;1970;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Bom;Bloco de concreto;Médio;Média;Sem Exposiçao;Alojamento mediano;191;inacabado;0;673;864;Gás;Excelente;sim;SBrkr;864;0;0;864;0;0;1;0;3;1;Média;5;Typ;0;null;Normal;Normal;Separado da casa;1994;Inacabado;2;463;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;null;null;0;7;2009;Termo de Garantia - 15% de entradavencional;Normal;124500
724;50;Residencial Baixa Densidade;60;8172;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Maracana;1Fam;1.5Fin;4;6;1954;1972;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Concreto armado;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;941;941;Gás;Excelente;sim;SBrkr;997;473;0;1470;0;0;2;0;4;1;Média;7;Typ;0;null;Normal;Normal;Separado da casa;1958;Inacabado;1;548;Média;Média;Parcialavimentado;0;0;0;0;156;0;null;null;null;0;5;2008;Termo de Garantia - 15% de entradavencional;Normal;135000
725;20;Residencial Baixa Densidade;86;13286;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Maracana;1Fam;1Story;9;5;2007;2008;Telha de Barro;Telha Padrão;Placa de cimento;Placa de Cimento;Pedra;340;Exelente;Médio;Concreto armado;Excelente;Média;Sem Exposiçao;Boa para morar;1234;inacabado;0;464;1698;Gás;Excelente;sim;SBrkr;1698;0;0;1698;1;0;2;0;3;1;Excelente;8;Typ;1;Bom;Normal;Normal;Anexo à casa;2007;Acabado;3;768;Média;Média;Parcialavimentado;327;64;0;0;0;0;null;null;null;0;2;2009;Termo de Garantia - 15% de entradavencional;Normal;320000
726;20;Residencial Baixa Densidade;60;6960;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Arpuador;1Fam;1Story;4;6;1970;1970;Empenado;Telha Padrão;Placa dura;Contraplacado;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Alojamento mediano;375;Alojamento abaixo da média;239;250;864;Gás;Médio;sim;SBrkr;864;0;0;864;0;0;1;0;3;1;Bom;5;Typ;0;null;Normal;Normal;Separado da casa;1989;Inacabado;2;660;Média;Média;Parcialavimentado;96;0;0;0;0;0;null;null;Galpão;500;11;2009;Termo de Garantia - 15% de entradavencional;Normal;120500
727;20;Residencial Baixa Densidade;NA;21695;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Esquina;Suave;Bigurrilho;1Fam;1Story;6;9;1988;2007;Telha de Barro;Telha Padrão;Revestimento de madeira;Contraplacado;Pedra Lasca;260;Bom;Bom;Bloco de concreto;Bom;Média;Sem Exposiçao;Boa para morar;808;inacabado;0;72;880;Gás;Excelente;sim;SBrkr;1680;0;0;1680;1;0;2;0;3;1;Bom;5;Typ;1;Bom;Normal;Normal;Anexo à casa;1988;Acabado;2;540;Média;Média;Parcialavimentado;292;44;0;182;0;0;null;null;null;0;12;2009;Termo de Garantia - 15% de entradavencional;Normal;222000
728;20;Residencial Baixa Densidade;64;7314;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Tijuca;1Fam;1Story;7;5;2007;2007;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra;82;Bom;Médio;Concreto armado;Bom;Média;Médio;Boa para morar;724;inacabado;0;508;1232;Gás;Excelente;sim;SBrkr;1232;0;0;1232;1;0;2;0;2;1;Bom;6;Typ;0;null;Normal;Normal;Anexo à casa;2007;Acabamento Bruto;2;632;Média;Média;Parcialavimentado;132;0;0;0;0;0;null;null;null;0;2;2009;Termo de Garantia - 15% de entradavencional;Normal;194500
729;90;Residencial Baixa Densidade;85;11475;Pavimentado;NA;Regular;Plano;Todos;Esquina;Suave;Arpuador;Duplex;1Story;5;5;1958;1958;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;95;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;1584;1584;Gás;Médio;sim;SBrkr;1776;0;0;1776;1;0;2;0;4;2;Média;9;Typ;0;null;Normal;Normal;Separado da casa;1968;Inacabado;3;888;Média;Média;Parcialavimentado;0;25;0;0;0;0;null;null;null;0;7;2009;Escritura/Espólio do Oficial de Justiça;Anormal;110000
730;30;Residencial Média Densidade;52;6240;Pavimentado;Cascalho;Regular;Plano;Todos;Interno;Suave;Itaipava;1Fam;1.5Fin;4;5;1925;1950;Empenado;Telha Padrão;Revestimento de metal;Revestimento de Metal;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Alojamento abaixo da média;152;inacabado;0;628;780;Gás;Médio;sim;FuseA;848;0;360;1208;0;0;1;0;2;1;Média;5;Typ;0;null;Normal;Normal;Separado da casa;1962;Inacabado;2;539;Média;Média;Parcialavimentado;0;23;112;0;0;0;null;null;null;0;1;2009;Termo de Garantia - 15% de entradavencional;Normal;103000
731;120;Residencial Baixa Densidade;39;5389;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Marata;TwnhsE;1Story;8;5;1995;1996;Empenado;Telha Padrão;Placa de cimento;Placa de Cimento;Nenhum;0;Bom;Médio;Concreto armado;Bom;Média;Sem Exposiçao;Boa para morar;1180;inacabado;0;415;1595;Gás;Excelente;sim;SBrkr;1616;0;0;1616;1;0;2;0;2;1;Bom;5;Typ;1;Média;Normal;Normal;Anexo à casa;1995;Acabamento Bruto;2;608;Média;Média;Parcialavimentado;237;152;0;0;0;0;null;null;null;0;3;2010;Termo de Garantia - 15% de entradavencional;Normal;236500
732;80;Residencial Baixa Densidade;73;9590;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Esquina;Suave;Miramar;1Fam;SLvl;7;5;2003;2003;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;442;Bom;Médio;Concreto armado;Excelente;Média;Médio;Boa para morar;786;inacabado;0;82;868;Gás;Excelente;sim;SBrkr;1146;0;0;1146;1;0;2;0;3;1;Bom;6;Typ;1;Bom;Normal;Normal;Anexo à casa;2003;Acabado;2;438;Média;Média;Parcialavimentado;160;22;0;0;0;0;null;null;null;0;5;2007;Termo de Garantia - 15% de entradavencional;Normal;187500
733;60;Residencial Baixa Densidade;75;11404;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Interno;Suave;Tijuca;1Fam;2Story;7;5;1998;1999;Empenado;Telha Padrão;Revestimento de vinil;Revestimento de vinil;Pedra Lasca;202;Bom;Médio;Concreto armado;Bom;Média;Médio;Alojamento mediano;252;inacabado;0;901;1153;Gás;Excelente;sim;SBrkr;1153;878;0;2031;0;0;2;1;3;1;Bom;8;Typ;1;Média;Normal;Normal;Anexo à casa;1998;Acabado;2;541;Média;Média;Parcialavimentado;192;84;0;0;0;0;null;null;null;0;7;2008;Termo de Garantia - 15% de entradavencional;Normal;222500
734;20;Residencial Baixa Densidade;80;10000;Pavimentado;NA;Regular;Plano;Todos;Esquina;Suave;Maragogi;1Fam;1Story;5;6;1961;1983;Telha de Barro;Telha Padrão;Placa dura;Placa Rígida;Nenhum;0;Mediano;Médio;Bloco de concreto;Médio;Média;Sem Exposiçao;Alojamento abaixo da média;594;inacabado;0;270;864;Gás;Excelente;sim;SBrkr;1144;0;0;1144;1;0;1;0;3;1;Média;6;Typ;1;Média;Rua lateral;Normal;Anexo à casa;1961;Acabamento Bruto;1;264;Média;Média;Parcialavimentado;165;0;0;0;0;0;null;Boa de madeira;Galpão;400;3;2009;Termo de Garantia - 15% de entradavencional;Normal;131400
735;20;Residencial Baixa Densidade;NA;8978;Pavimentado;NA;Ligeiramente irregular;Plano;Todos;Esquina;Suave;Maragogi;1Fam;1Story;5;5;1968;1968;Empenado;Telha Padrão;Madeira compensada;Contraplacado;Nenhum;0;Mediano;Médio;Concreto armado;Médio;Média;Sem Exposiçao;Inacabado;0;inacabado;0;948;948;Gás;Médio;sim;SBrkr;948;0;0;948;0;0;1;0;3;1;Média;6;Typ;0;null;Normal;Normal;Anexo à casa;1968;Inacabado;1;300;Média;Média;Parcialavimentado;147;0;0;0;0;0;null;null;null;0;5;2007;Termo de Garantia - 15% de entradavencional;Família;108000
736;75;Residencial Média Densidade;60;10800;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Osasco;1Fam;2.5Unf;7;7;1914;1970;Empenado;Telha Padrão;Revestimento de madeira;Revestimento de madeira;Nenhum;0;Mediano;Médio;Tijolos e Azuleijos;Bom;Média;Mínimo;Sala de Sala de recreação médiareação média;390;inacabado;0;490;880;Vapor;Razoável;não;SBrkr;880;888;0;1768;0;0;1;1;2;1;Média;6;Typ;2;Média;Normal;Normal;Separado da casa;1914;Inacabado;2;320;Média;Média;Cascalho;0;341;0;0;0;0;null;null;null;0;10;2006;Termo de Garantia - 15% de entradavencional;Normal;163000
736;75;Residencial Média Densidade;60;10800;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Osasco;1Fam;2.5Unf;7;7;1914;1970;Empenado;Telha Padrão;Revestimento de madeira;Telhas de madeira;Nenhum;0;Mediano;Médio;Tijolos e Azuleijos;Bom;Média;Mínimo;Sala de Sala de recreação médiareação média;390;inacabado;0;490;880;Vapor;Razoável;não;SBrkr;880;888;0;1768;0;0;1;1;2;1;Média;6;Typ;2;Média;Normal;Normal;Separado da casa;1914;Inacabado;2;320;Média;Média;Cascalho;0;341;0;0;0;0;null;null;null;0;10;2006;Termo de Garantia - 15% de entradavencional;Normal;163000
737;90;Residencial Baixa Densidade;60;8544;Pavimentado;NA;Regular;Plano;Todos;Interno;Suave;Arpuador;Duplex;1Story;3;4;1950;1950;Empenado;Telha Padrão;Reboco;Pedra;Nenhum;0;Mediano;Médio;Bloco de concreto;null;null;null;null;0;null;0;0;0;Gás;Bom;não;FuseF;1040;0;0;1040;0;0;2;0;2;2;Média;6;Typ;0;null;Normal;Normal;Separado da casa;1949;Inacabado;2;400;Média;Média;Parcialavimentado;0;0;0;0;0;0;null;null;null;0;7;2006;Termo de Garantia - 15% de entradavencional;Normal;93500
