cep;idade;sexo;pagamento_tipo;produto_tipo
4011060;28;Feminino;Cartão de Crédito;Maquiagem
13872000;21;Masculino;Cartão de Crédito;Corpo
59076400;31;Feminino;Cartão de Crédito;Maquiagem
53409030;28;Masculino;Cartão de Crédito;Corpo
71525215;35;Feminino;Cartão de Crédito;Maquiagem
31360380;23;Feminino;Cartão de Crédito;Corpo
96755000;24;Feminino;Boleto;Cabelo
30455740;20;Feminino;Cartão de Crédito;Maquiagem
7054000;24;Feminino;Cartão de Crédito;Cabelo
66023710;35;Feminino;Boleto;Cabelo
9850305;30;Feminino;Cartão de Crédito;Tratamento
74230020;35;Feminino;Boleto;Tratamento
92110370;23;Feminino;Cartão de Crédito;Maquiagem
68240000;23;Feminino;Boleto;Tratamento
5082001;30;Feminino;Cartão de Crédito;Maquiagem
95099330;22;Feminino;Cartão de Crédito;Cabelo
9710060;32;Feminino;Cartão de Crédito;Maquiagem
4821010;35;Feminino;Cartão de Crédito;Cabelo
88015201;30;Feminino;Boleto;Cabelo
64215710;28;Feminino;Cartão de Crédito;Corpo
40296200;33;Feminino;Boleto;Maquiagem
2554000;28;Feminino;Cartão de Crédito;Maquiagem
25640550;32;Feminino;Cartão de Crédito;Maquiagem
90050000;27;Feminino;Cartão de Crédito;Corpo
22440050;35;Feminino;Cartão de Crédito;Tratamento
43806200;34;Feminino;Boleto;Tratamento
2034006;22;Feminino;Cartão de Crédito;Maquiagem
1307001;25;Feminino;Cartão de Crédito;Tratamento
22710055;22;Feminino;Cartão de Crédito;Maquiagem
9781220;31;Feminino;Boleto;Maquiagem
4349020;22;Feminino;Cartão de Crédito;Maquiagem
13331513;19;Feminino;Débito;Corpo
9111360;21;Feminino;Cartão de Crédito;Maquiagem
13610180;25;Feminino;Boleto;Tratamento
20520054;33;Feminino;Cartão de Crédito;Corpo
88037001;19;Feminino;Boleto;Cabelo
24220005;22;Feminino;Cartão de Crédito;Cabelo
59603000;26;Feminino;Cartão de Crédito;Cabelo
52011210;31;Feminino;Cartão de Crédito;Tratamento
18320000;26;Feminino;Cartão de Crédito;Cabelo
13020433;22;Feminino;Cartão de Crédito;Maquiagem
71680365;26;Masculino;Cartão de Crédito;Corpo
69301300;26;Feminino;Cartão de Crédito;Tratamento
28300000;19;Feminino;Cartão de Crédito;Cabelo
22470210;28;Feminino;Cartão de Crédito;Corpo
6460000;35;Feminino;Cartão de Crédito;Cabelo
60347800;25;Masculino;Cartão de Crédito;Cabelo
77022340;34;Feminino;Boleto;Corpo
2036011;32;Feminino;Cartão de Crédito;Maquiagem
31560050;28;Feminino;Cartão de Crédito;Corpo
86630000;22;Feminino;Boleto;Corpo
12710370;33;Feminino;Boleto;Maquiagem
88306310;23;Feminino;Cartão de Crédito;Cabelo
95110200;25;Feminino;Cartão de Crédito;Tratamento
21930360;29;Feminino;Débito;Corpo
66053330;28;Masculino;Boleto;Cabelo
74884637;35;Feminino;Cartão de Crédito;Tratamento
4112002;26;Feminino;Cartão de Crédito;Tratamento
8180260;20;Feminino;Cartão de Crédito;Cabelo
13900005;31;Feminino;Boleto;Maquiagem
37990000;25;Feminino;Cartão de Crédito;Tratamento
71915250;31;Feminino;Cartão de Crédito;Cabelo
39400385;25;Feminino;Boleto;Maquiagem
30310540;24;Feminino;Cartão de Crédito;Tratamento
82310180;19;Masculino;Cartão de Crédito;Corpo
22793084;34;Feminino;Cartão de Crédito;Maquiagem
29101370;20;Feminino;Boleto;Cabelo
16300000;32;Feminino;Cartão de Crédito;Maquiagem
5083010;34;Feminino;Cartão de Crédito;Corpo
92320810;23;Feminino;Cartão de Crédito;Cabelo
13612400;25;Feminino;Boleto;Tratamento
71925000;34;Feminino;Cartão de Crédito;Tratamento
13253041;24;Feminino;Cartão de Crédito;Maquiagem
95020310;30;Feminino;Cartão de Crédito;Maquiagem
12224120;22;Feminino;Cartão de Crédito;Tratamento
8790420;32;Feminino;Cartão de Crédito;Maquiagem
7134070;28;Masculino;Boleto;Tratamento
5531060;32;Feminino;Cartão de Crédito;Tratamento
84600000;29;Feminino;Cartão de Crédito;Corpo
14025220;22;Feminino;Cartão de Crédito;Maquiagem
13417460;24;Feminino;Débito;Cabelo
13490000;27;Masculino;Boleto;Corpo
89820000;22;Feminino;Cartão de Crédito;Maquiagem
14350000;24;Feminino;Cartão de Crédito;Maquiagem
18110235;25;Feminino;Cartão de Crédito;Tratamento
78300000;31;Feminino;Cartão de Crédito;Maquiagem
89031200;33;Feminino;Cartão de Crédito;Maquiagem
18618000;32;Feminino;Cartão de Crédito;Cabelo
18160000;25;Feminino;Cartão de Crédito;Cabelo
4101905;31;Masculino;Cartão de Crédito;Corpo
5408040;23;Feminino;Boleto;Corpo
25520690;25;Feminino;Cartão de Crédito;Maquiagem
88380000;25;Feminino;Cartão de Crédito;Cabelo
36035720;23;Feminino;Cartão de Crédito;Tratamento
27330040;32;Feminino;Boleto;Maquiagem
36400000;30;Masculino;Cartão de Crédito;Tratamento
13044115;24;Feminino;Cartão de Crédito;Cabelo
13480406;23;Feminino;Cartão de Crédito;Maquiagem
26553360;31;Feminino;Cartão de Crédito;Tratamento
89251350;32;Feminino;Cartão de Crédito;Corpo
22755001;19;Feminino;Boleto;Maquiagem
20950091;23;Feminino;Cartão de Crédito;Maquiagem
5204150;25;Feminino;Cartão de Crédito;Tratamento
55590000;30;Feminino;Cartão de Crédito;Cabelo
4578000;34;Feminino;Cartão de Crédito;Maquiagem
2517010;32;Feminino;Cartão de Crédito;Cabelo
93510370;23;Feminino;Cartão de Crédito;Cabelo
35494000;28;Feminino;Boleto;Tratamento
9770420;33;Feminino;Cartão de Crédito;Maquiagem
86703380;18;Feminino;Cartão de Crédito;Maquiagem
14055530;26;Feminino;Cartão de Crédito;Cabelo
78962140;32;Feminino;Cartão de Crédito;Cabelo
49039280;28;Feminino;Cartão de Crédito;Tratamento
4547000;21;Feminino;Cartão de Crédito;Maquiagem
28630310;34;Feminino;Cartão de Crédito;Corpo
23045706;22;Feminino;Cartão de Crédito;Maquiagem
9220360;19;Feminino;Boleto;Maquiagem
22010010;34;Feminino;Cartão de Crédito;Tratamento
11025201;26;Feminino;Débito;Tratamento
13170000;24;Feminino;Cartão de Crédito;Maquiagem
38740000;24;Masculino;Cartão de Crédito;Corpo
58073318;35;Feminino;Cartão de Crédito;Tratamento
20540330;29;Feminino;Boleto;Maquiagem
12320410;35;Feminino;Cartão de Crédito;Cabelo
56330620;33;Feminino;Cartão de Crédito;Tratamento
99500000;28;Feminino;Cartão de Crédito;Pele
2339100;30;Feminino;Cartão de Crédito;Cabelo
28333000;31;Feminino;Cartão de Crédito;Maquiagem
70722060;24;Feminino;Boleto;Maquiagem
1310200;34;Feminino;Boleto;Corpo
69078000;32;Feminino;Cartão de Crédito;Corpo
13190000;21;Feminino;Cartão de Crédito;Cabelo
80620420;35;Feminino;Cartão de Crédito;Cabelo
89110000;20;Feminino;Cartão de Crédito;Maquiagem
93010250;21;Feminino;Débito;Cabelo
13278403;32;Feminino;Cartão de Crédito;Maquiagem
1213001;35;Feminino;Cartão de Crédito;Corpo
59056590;23;Feminino;Débito;Cabelo
18133350;27;Feminino;Cartão de Crédito;Cabelo
22231000;26;Feminino;Boleto;Tratamento
35700049;29;Feminino;Cartão de Crédito;Pele
92120220;35;Feminino;Cartão de Crédito;Maquiagem
2338050;27;Feminino;Cartão de Crédito;Maquiagem
22231130;21;Feminino;Cartão de Crédito;Maquiagem
7223120;34;Feminino;Cartão de Crédito;Tratamento
71925000;35;Feminino;Cartão de Crédito;Corpo
90010030;29;Feminino;Débito;Corpo
4307000;23;Feminino;Cartão de Crédito;Tratamento
1122000;28;Masculino;Cartão de Crédito;Tratamento
13848387;28;Feminino;Cartão de Crédito;Maquiagem
41810105;26;Feminino;Cartão de Crédito;Cabelo
37410000;31;Feminino;Cartão de Crédito;Corpo
15110000;32;Feminino;Cartão de Crédito;Corpo
13417370;35;Feminino;Cartão de Crédito;Maquiagem
79021230;21;Feminino;Cartão de Crédito;Maquiagem
22240070;24;Feminino;Débito;Cabelo
30380410;28;Feminino;Cartão de Crédito;Maquiagem
30180110;27;Masculino;Cartão de Crédito;Corpo
20511120;25;Feminino;Cartão de Crédito;Corpo
18520000;28;Feminino;Cartão de Crédito;Corpo
75340000;20;Masculino;Cartão de Crédito;Tratamento
70658511;30;Feminino;Cartão de Crédito;Cabelo
69980000;27;Feminino;Boleto;Tratamento
70326900;34;Feminino;Débito;Cabelo
12245911;26;Feminino;Débito;Maquiagem
9861650;31;Feminino;Débito;Maquiagem
28890000;21;Feminino;Boleto;Corpo
14783224;24;Feminino;Cartão de Crédito;Tratamento
72015035;20;Feminino;Cartão de Crédito;Maquiagem
34000000;23;Masculino;Cartão de Crédito;Corpo
98970000;30;Feminino;Cartão de Crédito;Maquiagem
88304360;20;Feminino;Cartão de Crédito;Tratamento
78043266;29;Feminino;Cartão de Crédito;Maquiagem
38794000;33;Feminino;Cartão de Crédito;Maquiagem
70660071;34;Feminino;Cartão de Crédito;Cabelo
35960000;27;Feminino;Cartão de Crédito;Tratamento
4691060;29;Feminino;Cartão de Crédito;Maquiagem
42840000;34;Feminino;Cartão de Crédito;Maquiagem
5019010;32;Feminino;Débito;Cabelo
30130150;25;Feminino;Cartão de Crédito;Tratamento
32280500;24;Feminino;Boleto;Cabelo
93265380;28;Feminino;Cartão de Crédito;Corpo
13610180;27;Feminino;Cartão de Crédito;Maquiagem
65065770;30;Feminino;Boleto;Cabelo
57036410;31;Feminino;Boleto;Maquiagem
21330210;26;Feminino;Cartão de Crédito;Maquiagem
78840000;31;Feminino;Cartão de Crédito;Cabelo
85990000;21;Feminino;Cartão de Crédito;Maquiagem
13202284;24;Feminino;Boleto;Cabelo
21380010;23;Feminino;Cartão de Crédito;Maquiagem
13140000;22;Feminino;Cartão de Crédito;Maquiagem
13468510;24;Masculino;Boleto;Tratamento
88047420;28;Masculino;Cartão de Crédito;Cabelo
80050520;35;Feminino;Cartão de Crédito;Maquiagem
13417530;28;Feminino;Cartão de Crédito;Cabelo
15600000;19;Feminino;Boleto;Maquiagem
1324000;23;Feminino;Cartão de Crédito;Tratamento
6110160;27;Feminino;Cartão de Crédito;Maquiagem
91720180;34;Feminino;Cartão de Crédito;Corpo
2335001;30;Feminino;Cartão de Crédito;Maquiagem
40080136;34;Feminino;Cartão de Crédito;Maquiagem
17047190;33;Feminino;Cartão de Crédito;Tratamento
40170010;28;Feminino;Cartão de Crédito;Cabelo
13477360;21;Masculino;Cartão de Crédito;Corpo
1307000;30;Feminino;Cartão de Crédito;Tratamento
20030060;27;Feminino;Débito;Maquiagem
58105305;30;Feminino;Cartão de Crédito;Maquiagem
84010260;27;Feminino;Cartão de Crédito;Cabelo
55420000;24;Masculino;Boleto;Cabelo
11703650;28;Feminino;Cartão de Crédito;Maquiagem
13070091;26;Feminino;Cartão de Crédito;Tratamento
65930000;29;Feminino;Cartão de Crédito;Cabelo
22630010;29;Feminino;Cartão de Crédito;Tratamento
20510230;32;Feminino;Cartão de Crédito;Maquiagem
89130000;24;Feminino;Cartão de Crédito;Corpo
60190070;24;Feminino;Boleto;Cabelo
13474200;30;Feminino;Boleto;Corpo
22280020;31;Feminino;Cartão de Crédito;Maquiagem
8210660;28;Feminino;Cartão de Crédito;Maquiagem
9132540;33;Feminino;Cartão de Crédito;Corpo
54520040;23;Feminino;Boleto;Maquiagem
18060165;30;Feminino;Cartão de Crédito;Tratamento
74115070;35;Feminino;Cartão de Crédito;Tratamento
58046088;24;Feminino;Cartão de Crédito;Maquiagem
12312250;35;Masculino;Cartão de Crédito;Maquiagem
60055171;31;Feminino;Cartão de Crédito;Cabelo
1233000;31;Feminino;Boleto;Maquiagem
95070070;27;Feminino;Cartão de Crédito;Maquiagem
4623150;30;Feminino;Cartão de Crédito;Cabelo
35519000;23;Feminino;Boleto;Corpo
19200000;30;Masculino;Cartão de Crédito;Cabelo
74170080;34;Feminino;Boleto;Corpo
27511360;33;Feminino;Cartão de Crédito;Cabelo
32280400;26;Feminino;Cartão de Crédito;Maquiagem
59063130;25;Feminino;Boleto;Maquiagem
79420000;30;Feminino;Cartão de Crédito;Tratamento
59054550;21;Feminino;Cartão de Crédito;Cabelo
13348867;27;Feminino;Cartão de Crédito;Maquiagem
17207770;32;Feminino;Boleto;Corpo
11410320;27;Feminino;Cartão de Crédito;Tratamento
13466540;32;Feminino;Cartão de Crédito;Corpo
12328110;28;Feminino;Cartão de Crédito;Cabelo
9330730;28;Feminino;Boleto;Pele
12031320;21;Feminino;Cartão de Crédito;Tratamento
29101360;20;Masculino;Boleto;Cabelo
90010001;27;Feminino;Cartão de Crédito;Cabelo
99460000;29;Feminino;Boleto;Maquiagem
7251250;25;Feminino;Cartão de Crédito;Tratamento
4141100;35;Masculino;Cartão de Crédito;Corpo
70737120;26;Feminino;Boleto;Tratamento
1311200;32;Feminino;Cartão de Crédito;Maquiagem
3066070;30;Feminino;Cartão de Crédito;Maquiagem
22780086;32;Feminino;Cartão de Crédito;Maquiagem
1542010;20;Feminino;Cartão de Crédito;Maquiagem
70376030;21;Feminino;Cartão de Crédito;Maquiagem
64052720;23;Feminino;Cartão de Crédito;Cabelo
65075045;28;Feminino;Cartão de Crédito;Cabelo
18031300;22;Feminino;Boleto;Maquiagem
2734000;23;Feminino;Cartão de Crédito;Tratamento
63900000;23;Feminino;Cartão de Crédito;Cabelo
89253430;27;Feminino;Cartão de Crédito;Maquiagem
79490000;22;Feminino;Cartão de Crédito;Maquiagem
69980000;30;Feminino;Cartão de Crédito;Tratamento
32110480;24;Feminino;Débito;Cabelo
5171520;24;Feminino;Cartão de Crédito;Maquiagem
29910220;22;Feminino;Cartão de Crédito;Corpo
66613115;25;Feminino;Cartão de Crédito;Tratamento
13417480;29;Feminino;Cartão de Crédito;Tratamento
19600000;33;Feminino;Cartão de Crédito;Maquiagem
65074190;26;Feminino;Cartão de Crédito;Maquiagem
13015295;24;Feminino;Boleto;Tratamento
88036400;21;Feminino;Boleto;Maquiagem
25065120;28;Feminino;Cartão de Crédito;Maquiagem
15700000;24;Feminino;Cartão de Crédito;Corpo
49027400;31;Feminino;Cartão de Crédito;Cabelo
26013360;30;Masculino;Débito;Cabelo
30750310;35;Feminino;Cartão de Crédito;Cabelo
78500000;23;Feminino;Cartão de Crédito;Tratamento
6600080;28;Feminino;Cartão de Crédito;Maquiagem
8820460;31;Feminino;Cartão de Crédito;Corpo
49027000;27;Feminino;Boleto;Maquiagem
64055410;27;Feminino;Cartão de Crédito;Tratamento
12247000;24;Feminino;Débito;Tratamento
2334000;24;Feminino;Boleto;Corpo
90460110;28;Feminino;Cartão de Crédito;Corpo
93548440;18;Feminino;Cartão de Crédito;Corpo
79415000;33;Feminino;Cartão de Crédito;Cabelo
22420030;29;Feminino;Cartão de Crédito;Maquiagem
24900000;33;Masculino;Cartão de Crédito;Corpo
70675728;32;Feminino;Cartão de Crédito;Pele
8040370;26;Feminino;Cartão de Crédito;Cabelo
35500061;31;Feminino;Cartão de Crédito;Cabelo
69053140;22;Feminino;Cartão de Crédito;Cabelo
1409000;21;Feminino;Cartão de Crédito;Tratamento
25060330;35;Feminino;Boleto;Cabelo
41900493;33;Feminino;Cartão de Crédito;Maquiagem
91130700;29;Feminino;Cartão de Crédito;Maquiagem
16018230;25;Feminino;Boleto;Maquiagem
20520052;28;Feminino;Cartão de Crédito;Tratamento
12913045;25;Feminino;Cartão de Crédito;Corpo
21555310;27;Feminino;Cartão de Crédito;Maquiagem
30285000;27;Feminino;Cartão de Crédito;Corpo
2264010;30;Feminino;Cartão de Crédito;Tratamento
5641090;35;Feminino;Débito;Maquiagem
74550430;32;Feminino;Cartão de Crédito;Maquiagem
2721030;27;Feminino;Cartão de Crédito;Pele
79022030;25;Feminino;Boleto;Cabelo
20261030;27;Feminino;Cartão de Crédito;Tratamento
74080020;27;Feminino;Cartão de Crédito;Corpo
29045401;26;Feminino;Cartão de Crédito;Corpo
72016020;30;Feminino;Cartão de Crédito;Cabelo
88085201;25;Feminino;Cartão de Crédito;Maquiagem
14096600;25;Feminino;Boleto;Tratamento
21655620;33;Feminino;Cartão de Crédito;Pele
88353610;20;Feminino;Boleto;Cabelo
88801250;33;Feminino;Boleto;Maquiagem
8246106;27;Feminino;Cartão de Crédito;Tratamento
14080200;22;Feminino;Cartão de Crédito;Tratamento
65415000;29;Feminino;Débito;Maquiagem
36202478;22;Feminino;Boleto;Maquiagem
89663000;25;Feminino;Cartão de Crédito;Corpo
87200000;35;Feminino;Cartão de Crédito;Maquiagem
44036150;28;Feminino;Cartão de Crédito;Cabelo
7600000;25;Feminino;Débito;Cabelo
95072000;26;Feminino;Cartão de Crédito;Maquiagem
30140082;31;Feminino;Cartão de Crédito;Tratamento
5171000;32;Feminino;Cartão de Crédito;Corpo
95500000;29;Feminino;Débito;Cabelo
18017314;27;Feminino;Cartão de Crédito;Maquiagem
88900000;31;Feminino;Cartão de Crédito;Cabelo
4006050;25;Feminino;Boleto;Corpo
21235605;31;Feminino;Cartão de Crédito;Maquiagem
14701320;19;Feminino;Cartão de Crédito;Cabelo
78995000;31;Feminino;Cartão de Crédito;Corpo
6381480;26;Feminino;Cartão de Crédito;Corpo
71065102;28;Feminino;Cartão de Crédito;Corpo
28015830;34;Masculino;Cartão de Crédito;Corpo
13503280;27;Masculino;Cartão de Crédito;Corpo
95020460;29;Feminino;Cartão de Crédito;Maquiagem
35900105;35;Feminino;Cartão de Crédito;Tratamento
11035170;33;Feminino;Boleto;Corpo
78976240;30;Feminino;Cartão de Crédito;Tratamento
13563763;22;Masculino;Cartão de Crédito;Corpo
14405324;28;Feminino;Cartão de Crédito;Maquiagem
72155617;25;Feminino;Cartão de Crédito;Tratamento
17203082;19;Feminino;Débito;Cabelo
38010050;28;Masculino;Cartão de Crédito;Corpo
74825040;32;Feminino;Cartão de Crédito;Cabelo
50710900;30;Feminino;Cartão de Crédito;Cabelo
89825000;24;Feminino;Cartão de Crédito;Maquiagem
71750000;24;Feminino;Cartão de Crédito;Maquiagem
73080000;32;Feminino;Cartão de Crédito;Maquiagem
16071400;33;Feminino;Boleto;Maquiagem
3922140;24;Feminino;Cartão de Crédito;Cabelo
87020080;24;Feminino;Cartão de Crédito;Corpo
90050140;32;Feminino;Cartão de Crédito;Maquiagem
78996000;29;Feminino;Cartão de Crédito;Cabelo
4015070;21;Feminino;Cartão de Crédito;Maquiagem
89820000;31;Feminino;Cartão de Crédito;Maquiagem
13272721;31;Feminino;Cartão de Crédito;Cabelo
88801025;33;Feminino;Boleto;Tratamento
13012908;23;Feminino;Cartão de Crédito;Cabelo
22790040;25;Feminino;Cartão de Crédito;Tratamento
73340400;26;Feminino;Cartão de Crédito;Cabelo
69057020;31;Feminino;Boleto;Cabelo
2760150;28;Feminino;Cartão de Crédito;Tratamento
38413390;28;Feminino;Cartão de Crédito;Tratamento
7500000;26;Feminino;Boleto;Cabelo
8330570;30;Masculino;Cartão de Crédito;Corpo
49038170;22;Feminino;Cartão de Crédito;Corpo
94070000;24;Feminino;Cartão de Crédito;Maquiagem
68900095;31;Feminino;Cartão de Crédito;Tratamento
15130000;24;Feminino;Cartão de Crédito;Maquiagem
90840350;24;Feminino;Cartão de Crédito;Tratamento
49025730;23;Feminino;Boleto;Maquiagem
5756330;20;Feminino;Cartão de Crédito;Maquiagem
63010330;25;Feminino;Cartão de Crédito;Tratamento
70770743;30;Feminino;Cartão de Crédito;Tratamento
20071003;27;Feminino;Cartão de Crédito;Tratamento
88015240;31;Feminino;Cartão de Crédito;Cabelo
41810680;35;Feminino;Cartão de Crédito;Tratamento
4041053;31;Feminino;Débito;Maquiagem
37540000;34;Masculino;Cartão de Crédito;Corpo
59064902;31;Feminino;Boleto;Tratamento
6362160;24;Feminino;Boleto;Cabelo
13405235;27;Feminino;Cartão de Crédito;Tratamento
30460280;27;Feminino;Cartão de Crédito;Maquiagem
51030300;35;Feminino;Cartão de Crédito;Cabelo
5638000;25;Feminino;Cartão de Crédito;Corpo
41940620;31;Feminino;Cartão de Crédito;Maquiagem
13337144;26;Feminino;Cartão de Crédito;Corpo
69060770;33;Feminino;Cartão de Crédito;Tratamento
3616020;26;Feminino;Boleto;Maquiagem
3731030;30;Feminino;Cartão de Crédito;Maquiagem
60325440;34;Feminino;Cartão de Crédito;Tratamento
2943030;29;Feminino;Débito;Corpo
89031620;19;Feminino;Boleto;Tratamento
38370000;29;Feminino;Cartão de Crédito;Cabelo
38300114;34;Feminino;Cartão de Crédito;Tratamento
90040371;29;Feminino;Cartão de Crédito;Maquiagem
2263040;21;Masculino;Cartão de Crédito;Corpo
17201300;26;Feminino;Cartão de Crédito;Maquiagem
30260520;23;Feminino;Cartão de Crédito;Maquiagem
13569704;28;Feminino;Cartão de Crédito;Tratamento
41815210;31;Feminino;Cartão de Crédito;Maquiagem
77020018;24;Masculino;Boleto;Tratamento
1232000;26;Feminino;Cartão de Crédito;Maquiagem
28300000;22;Feminino;Cartão de Crédito;Maquiagem
37704283;32;Masculino;Cartão de Crédito;Tratamento
2075060;30;Feminino;Cartão de Crédito;Corpo
37190000;32;Feminino;Boleto;Cabelo
16901165;24;Masculino;Cartão de Crédito;Corpo
9570320;33;Feminino;Cartão de Crédito;Tratamento
78710100;26;Feminino;Cartão de Crédito;Cabelo
12280021;26;Feminino;Cartão de Crédito;Maquiagem
4119010;25;Masculino;Cartão de Crédito;Cabelo
60455620;26;Feminino;Cartão de Crédito;Corpo
2543080;26;Feminino;Cartão de Crédito;Tratamento
37706146;29;Feminino;Cartão de Crédito;Tratamento
20031004;26;Feminino;Cartão de Crédito;Maquiagem
2234001;28;Masculino;Débito;Corpo
89805510;32;Feminino;Boleto;Tratamento
88010001;27;Feminino;Cartão de Crédito;Maquiagem
40285280;33;Feminino;Cartão de Crédito;Cabelo
36201062;34;Feminino;Cartão de Crédito;Cabelo
77610000;30;Feminino;Boleto;Cabelo
14020590;28;Feminino;Cartão de Crédito;Tratamento
35519000;20;Feminino;Boleto;Tratamento
5630040;35;Feminino;Cartão de Crédito;Maquiagem
69307410;23;Feminino;Cartão de Crédito;Corpo
11035001;34;Feminino;Cartão de Crédito;Maquiagem
30130160;33;Feminino;Cartão de Crédito;Corpo
3701010;31;Feminino;Cartão de Crédito;Tratamento
89204030;31;Feminino;Cartão de Crédito;Tratamento
60710250;20;Feminino;Cartão de Crédito;Tratamento
39670000;22;Feminino;Boleto;Cabelo
49027400;29;Feminino;Cartão de Crédito;Maquiagem
37690000;24;Masculino;Boleto;Cabelo
88020420;28;Feminino;Cartão de Crédito;Corpo
28911070;24;Feminino;Boleto;Cabelo
6030150;31;Masculino;Cartão de Crédito;Cabelo
51130020;32;Masculino;Cartão de Crédito;Cabelo
88090350;26;Feminino;Cartão de Crédito;Maquiagem
13807011;32;Feminino;Cartão de Crédito;Cabelo
30330150;28;Feminino;Cartão de Crédito;Maquiagem
89036478;27;Feminino;Boleto;Cabelo
1306000;27;Feminino;Cartão de Crédito;Maquiagem
1423001;26;Feminino;Cartão de Crédito;Tratamento
32510010;25;Feminino;Boleto;Maquiagem
9531110;30;Feminino;Cartão de Crédito;Corpo
88030000;34;Feminino;Cartão de Crédito;Cabelo
26250160;27;Feminino;Cartão de Crédito;Tratamento
21021320;29;Masculino;Cartão de Crédito;Maquiagem
94185280;28;Feminino;Cartão de Crédito;Tratamento
7851090;27;Feminino;Cartão de Crédito;Cabelo
20271064;32;Feminino;Cartão de Crédito;Corpo
22430190;30;Feminino;Cartão de Crédito;Maquiagem
48602590;32;Feminino;Boleto;Maquiagem
2051050;23;Feminino;Boleto;Tratamento
4708903;20;Feminino;Cartão de Crédito;Maquiagem
5416010;31;Feminino;Débito;Maquiagem
8940000;29;Feminino;Cartão de Crédito;Cabelo
89239250;20;Feminino;Boleto;Tratamento
22011001;30;Feminino;Cartão de Crédito;Tratamento
3813030;22;Feminino;Boleto;Maquiagem
4537002;28;Feminino;Débito;Corpo
11453020;32;Feminino;Cartão de Crédito;Cabelo
8280630;31;Feminino;Cartão de Crédito;Tratamento
58039110;28;Masculino;Cartão de Crédito;Cabelo
29135000;33;Feminino;Cartão de Crédito;Maquiagem
22240000;27;Feminino;Cartão de Crédito;Maquiagem
4149110;31;Feminino;Débito;Tratamento
30140130;25;Feminino;Cartão de Crédito;Tratamento
20950091;27;Feminino;Boleto;Maquiagem
78600000;26;Feminino;Boleto;Cabelo
4131030;30;Feminino;Boleto;Tratamento
22640102;33;Feminino;Cartão de Crédito;Maquiagem
13450039;30;Feminino;Cartão de Crédito;Maquiagem
70365080;33;Masculino;Cartão de Crédito;Cabelo
78070170;30;Feminino;Cartão de Crédito;Maquiagem
80240160;28;Feminino;Cartão de Crédito;Maquiagem
14150000;21;Feminino;Cartão de Crédito;Tratamento
30350150;23;Feminino;Cartão de Crédito;Tratamento
2736020;33;Feminino;Cartão de Crédito;Corpo
35160100;29;Feminino;Cartão de Crédito;Pele
22743051;28;Feminino;Boleto;Maquiagem
3920060;35;Feminino;Débito;Tratamento
21920445;35;Feminino;Boleto;Maquiagem
24110650;29;Feminino;Cartão de Crédito;Maquiagem
11060302;33;Feminino;Cartão de Crédito;Tratamento
12311230;30;Feminino;Cartão de Crédito;Tratamento
56308000;24;Feminino;Cartão de Crédito;Tratamento
62300000;35;Feminino;Cartão de Crédito;Cabelo
45998034;26;Feminino;Cartão de Crédito;Maquiagem
4615006;34;Masculino;Boleto;Corpo
89204030;31;Feminino;Cartão de Crédito;Corpo
1231010;34;Feminino;Cartão de Crédito;Corpo
70399900;34;Feminino;Débito;Maquiagem
15997082;29;Feminino;Cartão de Crédito;Maquiagem
65070410;27;Feminino;Cartão de Crédito;Maquiagem
4112002;31;Feminino;Cartão de Crédito;Maquiagem
4710010;34;Feminino;Débito;Maquiagem
14401410;24;Feminino;Boleto;Corpo
98805440;29;Feminino;Cartão de Crédito;Cabelo
75705110;26;Feminino;Cartão de Crédito;Corpo
25056130;23;Feminino;Cartão de Crédito;Cabelo
38182132;20;Feminino;Cartão de Crédito;Cabelo
80730380;23;Feminino;Cartão de Crédito;Maquiagem
4517000;33;Feminino;Cartão de Crédito;Maquiagem
14080510;27;Feminino;Cartão de Crédito;Corpo
13485045;25;Feminino;Cartão de Crédito;Maquiagem
18081040;30;Feminino;Cartão de Crédito;Corpo
28020230;24;Feminino;Boleto;Corpo
21931300;25;Feminino;Cartão de Crédito;Maquiagem
32550770;26;Feminino;Cartão de Crédito;Cabelo
82120000;24;Feminino;Cartão de Crédito;Maquiagem
9531110;30;Feminino;Débito;Maquiagem
2036000;30;Feminino;Cartão de Crédito;Maquiagem
39401505;25;Feminino;Cartão de Crédito;Tratamento
5002030;34;Masculino;Cartão de Crédito;Cabelo
16230000;19;Masculino;Boleto;Corpo
78035410;30;Feminino;Cartão de Crédito;Maquiagem
1547130;30;Feminino;Cartão de Crédito;Tratamento
2273120;27;Feminino;Débito;Maquiagem
13478116;35;Feminino;Cartão de Crédito;Corpo
4431140;26;Feminino;Cartão de Crédito;Cabelo
89560000;20;Feminino;Cartão de Crédito;Cabelo
4101300;34;Feminino;Débito;Cabelo
88075547;24;Feminino;Cartão de Crédito;Maquiagem
49075100;24;Masculino;Boleto;Corpo
22041010;21;Feminino;Cartão de Crédito;Cabelo
7700000;28;Feminino;Cartão de Crédito;Maquiagem
90630090;18;Masculino;Cartão de Crédito;Tratamento
64003485;35;Feminino;Cartão de Crédito;Maquiagem
22640100;26;Masculino;Boleto;Cabelo
57045140;25;Feminino;Boleto;Corpo
60050140;21;Feminino;Cartão de Crédito;Tratamento
93700000;25;Feminino;Cartão de Crédito;Maquiagem
26255230;33;Feminino;Cartão de Crédito;Tratamento
78850000;21;Feminino;Boleto;Maquiagem
