idade;classe_trabalho;fnwgt;escolaridade;numero_educacao;estado_civil;ocupacao;relacionamento;raca;sexo;nacionalidade;ganho_de_capital;perda_de_capital;horas_trabalho_semana;renda_anual
34;privado;113198;tecnologo;12;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;28;<=50K
44;privado;207578;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;35;>50K
27;privado;93206;graduacao-incompleta;10;solteiro;Faxineiro;Filho Próprio;Asiático e Ilhas do Pacífico;Masculino;Estados Unidos;0;0;40;<=50K
50;governo-municipal;163998;graduacao;13;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;44;>50K
47;privado;111961;ensino-medio-completo;9;casado;Outros Serviços;Esposa;Negro;Feminino;Estados Unidos;0;0;30;<=50K
20;privado;219122;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
24;privado;111445;ensino-medio-completo;9;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;38;<=50K
29;governo-federal;309778;graduacao-incompleta;10;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
37;governo-municipal;223020;tecnologo;11;solteiro;Outros Serviços;Não Casado;Negro;Feminino;Estados Unidos;0;0;32;<=50K
42;privado;303155;tecnologo;12;divorciado;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
20;;41035;graduacao-incompleta;10;solteiro;?;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;20;<=50K
68;privado;159191;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
22;governo-municipal;244408;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Asiático e Ilhas do Pacífico;Feminino;Vietnã;0;0;40;<=50K
72;autonomo-sem-imcorporacao;473748;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;30;<=50K
45;governo-federal;71823;graduacao-incompleta;10;casado;Administrativo e Clerical;Marido;Negro;Masculino;Estados Unidos;0;0;20;<=50K
30;governo-municipal;83066;ensino-medio-completo;9;casado;Outros Serviços;Marido;Negro;Masculino;Estados Unidos;0;0;40;<=50K
33;privado;150154;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
43;privado;190786;ensino-medio-completo;9;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
56;privado;178033;graduacao-incompleta;10;viuvo;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;4416;0;60;<=50K
25;autonomo-sem-imcorporacao;159909;tecnologo;11;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
41;privado;190885;ensino-medio-completo;9;divorciado;Serviço Doméstico Privado;Não na Família;Branco;Feminino;Guatemala;0;0;40;<=50K
25;privado;243786;graduacao;13;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;37;<=50K
31;governo-estadual;124020;tecnologo;12;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
36;privado;159016;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;38;<=50K
37;privado;183800;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
58;autonomo-sem-imcorporacao;193434;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;20;<=50K
26;privado;245029;graduacao;13;solteiro;Administrativo e Clerical;Não na Família;Negro;Feminino;Estados Unidos;0;0;40;<=50K
55;privado;98746;graduacao-incompleta;10;casado;Suporte Técnico;Marido;Branco;Masculino;Canadá;0;0;50;>50K
46;governo-federal;140664;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;48;>50K
44;privado;344920;graduacao;13;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;1617;20;<=50K
44;privado;169980;ensino-medio-incompleto;7;casado;Outros Serviços;Marido;Negro;Masculino;Estados Unidos;0;0;60;<=50K
28;governo-estadual;155397;graduacao;13;solteiro;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;55;<=50K
42;privado;245317;decimo-ano;6;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
41;privado;74182;ensino-medio-completo;9;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
39;privado;280570;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
64;autonomo-sem-imcorporacao;30664;tecnologo;11;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;30;<=50K
20;privado;109952;graduacao-incompleta;10;solteiro;Faxineiro;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;25;<=50K
45;governo-municipal;192793;graduacao-incompleta;10;casado;Serviço de Proteção;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
31;privado;243442;ensino-medio-completo;9;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
36;governo-federal;106297;mestrado;14;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
32;privado;328060;nono-ano;5;separado;Outros Serviços;Não Casado;Outra;Feminino;México;0;0;40;<=50K
33;autonomo-sem-imcorporacao;48702;tecnologo;11;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;65;<=50K
51;autonomo-sem-imcorporacao;111283;ensino-medio-completo;9;divorciado;Gerencial Executivo;Não na Família;Branco;Feminino;Estados Unidos;99999;0;35;>50K
36;privado;484024;ensino-medio-completo;9;divorciado;Operador de Máquinas e Inspeção;Não Casado;Branco;Masculino;Estados Unidos;0;0;40;<=50K
40;privado;208470;ensino-medio-completo;9;solteiro;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
44;privado;172032;tecnologo;11;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;7298;0;51;>50K
40;privado;29927;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não Casado;Branco;Feminino;Inglaterra;0;0;45;<=50K
46;privado;98012;tecnologo;11;divorciado;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
31;autonomo-sem-imcorporacao;108468;graduado-medicina-direito;15;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
30;privado;207301;ensino-medio-completo;9;solteiro;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;1980;40;<=50K
26;privado;168403;ensino-medio-completo;9;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
25;privado;66935;graduacao;13;solteiro;Outros Serviços;Outro Parente;Branco;Masculino;Estados Unidos;0;0;40;<=50K
35;autonomo-sem-imcorporacao;42044;tecnologo;12;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
29;privado;184806;graduado-medicina-direito;15;solteiro;Especialidade Profissional;Outro Parente;Branco;Masculino;Estados Unidos;0;0;50;<=50K
39;privado;1455435;tecnologo;12;separado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
44;autonomo-sem-imcorporacao;445382;graduacao-incompleta;10;divorciado;Outros Serviços;Não Casado;Branco;Masculino;Estados Unidos;0;0;40;<=50K
37;privado;278576;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
79;autonomo-sem-imcorporacao;84979;tecnologo;11;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;20;>50K
36;privado;659504;graduacao;13;casado;Gerencial Executivo;Marido;Negro;Masculino;Estados Unidos;0;0;45;>50K
44;privado;136986;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
23;privado;278107;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;1573;30;<=50K
27;privado;96219;graduacao;13;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;45;<=50K
46;autonomo-sem-imcorporacao;131091;graduacao;13;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;1902;40;>50K
58;privado;205410;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
36;privado;416745;tecnologo;12;divorciado;Gerencial Executivo;Não na Família;Branco;Masculino;Estados Unidos;0;0;48;<=50K
36;privado;180667;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;1887;60;>50K
21;privado;72119;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
41;governo-estadual;108945;ensino-medio-completo;9;solteiro;Transporte e Movimentação;Não na Família;Branco;Feminino;Estados Unidos;14344;0;40;>50K
49;governo-federal;195949;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
34;privado;101345;graduacao;13;casado;Vendas;Esposa;Branco;Feminino;Estados Unidos;0;0;40;>50K
29;privado;439263;ensino-medio-completo;9;casado;Serviço de Proteção;Marido;Branco;Masculino;Peru;0;0;35;<=50K
63;privado;213095;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
29;governo-federal;59932;graduacao;13;solteiro;Especialidade Profissional;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
65;privado;172815;graduacao-incompleta;10;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
26;privado;40915;graduacao;13;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;25;<=50K
42;privado;139012;doutorado;16;casado;Especialidade Profissional;Marido;Asiático e Ilhas do Pacífico;Masculino;Taiwan;0;0;40;>50K
44;privado;121781;graduacao-incompleta;10;divorciado;Administrativo e Clerical;Não na Família;Asiático e Ilhas do Pacífico;Feminino;Estados Unidos;0;0;37;<=50K
51;;130667;ensino-medio-completo;9;separado;?;Não na Família;Negro;Masculino;Estados Unidos;0;0;6;<=50K
41;autonomo-sem-imcorporacao;147110;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;25;<=50K
22;governo-municipal;237811;tecnologo;12;solteiro;Administrativo e Clerical;Filho Próprio;Negro;Feminino;Haiti;0;0;35;<=50K
36;;128640;graduacao-incompleta;10;casado;?;Esposa;Branco;Feminino;Estados Unidos;0;0;25;<=50K
18;privado;111476;ensino-medio-incompleto;7;solteiro;Faxineiro;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
33;governo-municipal;289716;decimo-ano;6;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
46;governo-municipal;141944;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;38;>50K
49;privado;323773;ensino-medio-incompleto;7;casado;Serviço Doméstico Privado;Outro Parente;Branco;Feminino;Estados Unidos;0;0;40;<=50K
41;governo-estadual;176663;ensino-medio-completo;9;casado;Administrativo e Clerical;Esposa;Branco;Feminino;Estados Unidos;0;0;40;<=50K
52;privado;155233;graduacao-incompleta;10;divorciado;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
40;privado;143327;graduacao-incompleta;10;separado;Faxineiro;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
53;governo-federal;177212;graduacao-incompleta;10;solteiro;Especialidade Profissional;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
45;autonomo-sem-imcorporacao;123088;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
30;governo-municipal;47085;decimo-ano;6;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
56;privado;102106;ensino-medio-completo;9;casado;Faxineiro;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
24;privado;235894;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
71;autonomo-sem-imcorporacao;172046;oitavo ano;4;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
20;autonomo-sem-imcorporacao;197207;ensino-medio-completo;9;divorciado;Vendas;Não na Família;Branco;Feminino;Estados Unidos;0;0;30;<=50K
26;privado;152452;graduacao;13;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
34;privado;172928;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;65;<=50K
36;;214896;nono-ano;5;divorciado;?;Não Casado;Branco;Feminino;México;0;0;40;<=50K
49;privado;116338;ensino-medio-completo;9;separado;Especialidade Profissional;Não Casado;Branco;Feminino;Estados Unidos;0;653;60;<=50K
48;privado;276664;doutorado;16;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;1902;50;>50K
22;privado;59924;ensino-medio-completo;9;solteiro;Outros Serviços;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
30;privado;194141;graduacao-incompleta;10;divorciado;Operador de Máquinas e Inspeção;Não na Família;Branco;Masculino;Estados Unidos;0;1617;40;<=50K
51;privado;95128;ensino-medio-completo;9;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
46;privado;292504;graduacao-incompleta;10;casado-conjuge-ausente;Vendas;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
32;autonomo-com-incorporacao;45796;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
42;privado;119359;graduado-medicina-direito;15;casado;Vendas;Esposa;Indígena Americano ou Eskimó;Feminino;Sul;15024;0;40;>50K
52;governo-estadual;104280;graduacao-incompleta;10;casado;Suporte Técnico;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
57;privado;172291;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Outro Parente;Negro;Feminino;Estados Unidos;0;0;40;<=50K
35;privado;180988;graduacao-incompleta;10;divorciado;Administrativo e Clerical;Não Casado;Branco;Feminino;Estados Unidos;0;0;39;<=50K
52;privado;110748;mestrado;14;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
59;;556688;nono-ano;5;divorciado;?;Não na Família;Branco;Feminino;Estados Unidos;0;0;12;<=50K
36;privado;22494;graduacao-incompleta;10;divorciado;Gerencial Executivo;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
33;privado;267859;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Cuba;0;0;40;>50K
67;governo-municipal;256821;ensino-medio-completo;9;divorciado;Serviço de Proteção;Não na Família;Negro;Masculino;Estados Unidos;0;0;20;<=50K
31;autonomo-sem-imcorporacao;117346;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;48;<=50K
31;privado;62374;ensino-medio-completo;9;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
28;privado;314659;graduacao-incompleta;10;solteiro;Operador de Máquinas e Inspeção;Não na Família;Branco;Masculino;Estados Unidos;0;0;42;<=50K
72;;114761;oitavo ano;4;viuvo;?;Não Casado;Branco;Feminino;Estados Unidos;0;0;20;<=50K
36;privado;93225;ensino-medio-completo;9;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
58;autonomo-sem-imcorporacao;165315;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;35;>50K
56;privado;124771;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
35;privado;27408;graduacao-incompleta;10;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
37;privado;198841;tecnologo;11;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
44;privado;271792;graduacao;13;casado-conjuge-ausente;Gerencial Executivo;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
26;privado;64289;ensino-medio-completo;9;solteiro;Agricultura e Pesca;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
51;privado;183390;ensino-medio-completo;9;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
31;privado;240771;graduacao-incompleta;10;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;4386;0;50;>50K
30;privado;234919;graduacao-incompleta;10;solteiro;Vendas;Filho Próprio;Branco;Feminino;El Salvador;0;0;40;<=50K
20;privado;88231;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
21;privado;154422;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Filho Próprio;Asiático e Ilhas do Pacífico;Feminino;Estados Unidos;0;0;40;<=50K
37;privado;119098;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
53;governo-estadual;151580;tecnologo;11;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;4386;0;40;>50K
54;privado;118793;ensino-medio-completo;9;casado;Administrativo e Clerical;Marido;Branco;Masculino;Estados Unidos;0;0;45;<=50K
32;;30499;graduacao;13;divorciado;?;Não Casado;Branco;Feminino;Estados Unidos;0;0;32;<=50K
34;;166545;graduacao-incompleta;10;casado;?;Esposa;Branco;Feminino;Estados Unidos;7688;0;6;>50K
30;privado;271710;graduacao;13;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;7298;0;50;>50K
43;governo-estadual;308498;ensino-medio-completo;9;casado-conjuge-ausente;Gerencial Executivo;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
48;privado;172695;tecnologo;11;divorciado;Outros Serviços;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
42;autonomo-sem-imcorporacao;29962;graduacao;13;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;48;<=50K
62;privado;200332;ensino-medio-completo;9;casado;Operador de Máquinas e Inspeção;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
31;privado;291702;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
22;privado;67234;ensino-medio-completo;9;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;60;<=50K
45;privado;168038;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;32;<=50K
34;privado;137814;graduacao-incompleta;10;separado;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;<=50K
64;privado;126233;ensino-medio-completo;9;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;20;<=50K
42;autonomo-sem-imcorporacao;79036;graduacao;13;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;65;<=50K
60;autonomo-sem-imcorporacao;327474;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;70;<=50K
44;privado;145160;ensino-medio-completo;9;solteiro;Reparo de Artesanato;Outro Parente;Branco;Masculino;Estados Unidos;0;0;58;<=50K
67;;37092;oitavo ano;4;casado;?;Marido;Branco;Masculino;Estados Unidos;0;0;4;<=50K
45;privado;129387;tecnologo;12;divorciado;Suporte Técnico;Não Casado;Branco;Feminino;;0;0;40;<=50K
53;autonomo-sem-imcorporacao;33304;graduado-medicina-direito;15;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;38;>50K
37;privado;359001;tecnologo;11;casado;Transporte e Movimentação;Marido;Branco;Masculino;Estados Unidos;15024;0;50;>50K
32;;143162;decimo-ano;6;casado;?;Esposa;Branco;Feminino;Estados Unidos;0;0;40;<=50K
23;privado;133515;ensino-medio-completo;9;solteiro;Outros Serviços;Não na Família;Branco;Feminino;Estados Unidos;0;0;35;<=50K
28;privado;168901;graduacao;13;casado;Especialidade Profissional;Marido;Asiático e Ilhas do Pacífico;Masculino;Taiwan;0;0;40;<=50K
55;privado;750972;oitavo ano;4;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;41;<=50K
58;privado;142924;mestrado;14;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;24;>50K
74;autonomo-com-incorporacao;228075;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;20051;0;25;>50K
27;privado;91189;ensino-medio-completo;9;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
37;privado;290609;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não Casado;Negro;Feminino;Estados Unidos;0;0;40;<=50K
22;;31102;graduacao-incompleta;10;solteiro;?;Filho Próprio;Asiático e Ilhas do Pacífico;Feminino;Sul;0;0;4;<=50K
44;autonomo-sem-imcorporacao;216921;decimo-ano;6;casado;Outros Serviços;Marido;Branco;Masculino;Estados Unidos;0;0;70;<=50K
23;privado;120046;tecnologo;12;solteiro;Administrativo e Clerical;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
41;privado;324629;graduacao;13;casado;Gerencial Executivo;Marido;Branco;Masculino;Iugoslávia;0;0;40;<=50K
45;privado;81132;graduacao-incompleta;10;casado;Suporte Técnico;Marido;Asiático e Ilhas do Pacífico;Masculino;Estados Unidos;0;0;55;>50K
29;privado;160279;ensino-medio-completo;9;divorciado;Operador de Máquinas e Inspeção;Não Casado;Branco;Masculino;Estados Unidos;0;0;40;<=50K
33;privado;229732;graduacao;13;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;45;>50K
61;governo-municipal;144723;mestrado;14;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;7298;0;60;>50K
29;privado;148431;tecnologo;12;casado;Vendas;Esposa;Outra;Feminino;Estados Unidos;7688;0;45;>50K
22;privado;160398;graduacao-incompleta;10;solteiro;Vendas;Outro Parente;Branco;Masculino;Estados Unidos;0;0;38;<=50K
28;privado;129460;nono-ano;5;solteiro;Reparo de Artesanato;Não na Família;Branco;Masculino;El Salvador;0;0;40;<=50K
30;privado;252752;graduacao;13;casado;Especialidade Profissional;Esposa;Branco;Feminino;Estados Unidos;0;0;40;<=50K
20;privado;58222;graduacao-incompleta;10;solteiro;Faxineiro;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;20;<=50K
28;;424884;decimo-ano;6;separado;?;Não na Família;Branco;Masculino;Estados Unidos;0;0;30;<=50K
45;privado;114459;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;50;>50K
19;;46400;graduacao-incompleta;10;solteiro;?;Não na Família;Branco;Feminino;Estados Unidos;0;0;24;<=50K
42;privado;223934;tecnologo;12;divorciado;Gerencial Executivo;Não Casado;Branco;Feminino;Estados Unidos;0;0;40;<=50K
34;privado;84119;ensino-medio-completo;9;solteiro;Reparo de Artesanato;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;40;<=50K
31;privado;159123;graduacao;13;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;60;>50K
23;privado;195532;graduacao;13;solteiro;Gerencial Executivo;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;<=50K
50;privado;191299;ensino-medio-completo;9;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
40;privado;198316;decimo-ano;6;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
57;privado;162301;ensino-medio-completo;9;divorciado;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;45;<=50K
35;privado;143152;graduacao-incompleta;10;casado;Administrativo e Clerical;Esposa;Branco;Feminino;Estados Unidos;3908;0;27;<=50K
24;privado;92609;graduacao;13;solteiro;Gerencial Executivo;Filho Próprio;Branco;Masculino;Estados Unidos;0;0;45;<=50K
27;privado;247819;graduacao-incompleta;10;solteiro;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;15;<=50K
27;governo-municipal;229223;graduacao-incompleta;10;solteiro;Serviço de Proteção;Filho Próprio;Branco;Feminino;Estados Unidos;0;0;40;>50K
45;autonomo-com-incorporacao;142719;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
80;privado;86111;doutorado;16;casado;Especialidade Profissional;Marido;Branco;Masculino;Estados Unidos;0;0;30;<=50K
23;governo-estadual;35633;graduacao-incompleta;10;solteiro;Outros Serviços;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;<=50K
46;privado;164749;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
38;privado;607848;graduacao;13;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
50;privado;173630;ensino-medio-completo;9;divorciado;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;60;<=50K
90;privado;311184;graduacao;13;casado;Vendas;Marido;Branco;Masculino;;0;0;20;<=50K
55;privado;49737;graduacao-incompleta;10;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;50;<=50K
72;privado;183616;ensino-medio-completo;9;casado;Gerencial Executivo;Esposa;Branco;Feminino;Inglaterra;0;0;50;<=50K
65;privado;129426;graduacao-incompleta;10;viuvo;Administrativo e Clerical;Não na Família;Branco;Feminino;Estados Unidos;0;0;40;<=50K
37;privado;454915;decimo-ano;6;divorciado;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
39;governo-estadual;55568;ensino-medio-completo;9;casado;Administrativo e Clerical;Esposa;Branco;Feminino;Estados Unidos;0;0;40;<=50K
38;privado;29874;tecnologo;11;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;40;<=50K
46;privado;393715;graduacao-incompleta;10;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;15024;0;50;>50K
50;privado;143953;ensino-medio-completo;9;casado;Vendas;Marido;Branco;Masculino;Estados Unidos;0;0;65;>50K
54;privado;90363;tecnologo;12;casado;Gerencial Executivo;Marido;Branco;Masculino;Estados Unidos;0;0;40;>50K
40;privado;53727;mestrado;14;solteiro;Vendas;Não na Família;Branco;Masculino;Estados Unidos;0;0;50;>50K
30;privado;130021;oitavo ano;4;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;2829;0;40;<=50K
50;privado;173630;ensino-medio-completo;9;casado;Agricultura e Pesca;Marido;Branco;Masculino;Estados Unidos;0;0;35;<=50K
28;privado;410351;graduacao-incompleta;10;solteiro;Reparo de Artesanato;Não na Família;Branco;Masculino;Estados Unidos;0;0;30;<=50K
34;privado;399386;tecnologo;11;casado;Reparo de Artesanato;Marido;Branco;Masculino;Estados Unidos;0;0;53;<=50K
55;privado;157932;ensino-medio-completo;9;divorciado;Faxineiro;Não na Família;Branco;Masculino;Estados Unidos;0;0;40;<=50K
