id_cliente;cliente_sexo;cliente_idade;cliente_renda_estimada;loja_uf;loja_cidade;valor_medio_compra
48502;Masculino;43;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;166
48542;Feminino;40;Entre 5.000 e 9.999;MG;BELO HORIZONTE;222
48564;Feminino;41;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;114
48598;Feminino;27;Entre 5.000 e 9.999;SP;SÃO PAULO;65
63448;Feminino;39;Entre 2.500 e 4.999;SP;SÃO PAULO;347
63663;Feminino;47;Maior que 10.000;RJ;RIO DE JANEIRO;229
63748;Feminino;26;Entre 2.500 e 4.999;SP;SÃO PAULO;112
63858;Masculino;30;Entre 2.500 e 4.999;SP;SÃO PAULO;106
64054;Masculino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;110
64074;Feminino;26;Entre 5.000 e 9.999;SP;SÃO PAULO;330
64090;Masculino;25;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;110
64209;Feminino;74;Entre 2.500 e 4.999;SP;SÃO PAULO;197
64301;Feminino;33;Maior que 10.000;SP;SÃO PAULO;133
64307;Feminino;34;Entre 5.000 e 9.999;SP;SÃO PAULO;151
64403;Masculino;29;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;105
64441;Feminino;26;Entre 2.500 e 4.999;SP;SÃO PAULO;86
64463;Masculino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;80
64479;Masculino;27;Entre 5.000 e 9.999;MG;BELO HORIZONTE;60
64501;Feminino;27;Entre 2.500 e 4.999;SP;SÃO PAULO;50
64568;Feminino;36;Entre 5.000 e 9.999;SP;SÃO PAULO;160
64590;Feminino;29;Entre 5.000 e 9.999;SP;SÃO PAULO;166
64627;Feminino;28;Entre 5.000 e 9.999;SP;SÃO PAULO;50
64837;Feminino;61;Entre 2.500 e 4.999;SP;SÃO PAULO;170
64990;Feminino;37;Entre 5.000 e 9.999;SP;SÃO PAULO;75
65011;Masculino;50;Maior que 10.000;SP;SÃO PAULO;327
65264;Feminino;29;Maior que 10.000;RJ;RIO DE JANEIRO;130
65286;Feminino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;156
65315;Feminino;24;Maior que 10.000;RJ;RIO DE JANEIRO;166
65328;Masculino;52;Maior que 10.000;RJ;RIO DE JANEIRO;140
65524;Feminino;51;Entre 5.000 e 9.999;SP;SÃO PAULO;155
65542;Masculino;73;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;292
65718;Feminino;30;Entre 2.500 e 4.999;SP;SÃO PAULO;23
65763;Masculino;27;Maior que 10.000;RJ;RIO DE JANEIRO;130
65778;Feminino;40;Maior que 10.000;RJ;RIO DE JANEIRO;140
65790;Masculino;21;Entre 2.500 e 4.999;SP;SÃO PAULO;436
65817;Masculino;45;Entre 2.500 e 4.999;SP;SÃO PAULO;83
65847;Masculino;27;Maior que 10.000;RJ;RIO DE JANEIRO;78
65889;Feminino;57;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;203
65939;Masculino;34;Entre 2.500 e 4.999;SP;SÃO PAULO;105
65977;Feminino;32;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;100
65987;Masculino;28;Entre 5.000 e 9.999;RJ;NITERÓI;215
66036;Feminino;54;Entre 2.500 e 4.999;SP;SÃO PAULO;314
66086;Feminino;44;Entre 2.500 e 4.999;SP;SÃO PAULO;207
66199;Feminino;43;Maior que 10.000;RJ;RIO DE JANEIRO;110
66227;Masculino;51;Entre 5.000 e 9.999;SP;SÃO PAULO;110
66255;Feminino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;90
66367;Feminino;24;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;415
66431;Feminino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;197
66455;Feminino;37;Maior que 10.000;RJ;RIO DE JANEIRO;139
66463;Masculino;33;Entre 2.500 e 4.999;SP;SÃO PAULO;305
66489;Feminino;50;Entre 1.000 e 2.499;RJ;RIO DE JANEIRO;165
66522;Masculino;37;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;60
66526;Feminino;53;Entre 2.500 e 4.999;SP;SÃO PAULO;95
66540;Feminino;44;Maior que 10.000;RJ;RIO DE JANEIRO;142
66582;Masculino;62;Maior que 10.000;RJ;RIO DE JANEIRO;373
66670;Feminino;55;Entre 2.500 e 4.999;SP;SÃO PAULO;68
66706;Feminino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;60
66845;Masculino;51;Maior que 10.000;SP;SÃO PAULO;176
66884;Masculino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;305
66957;Feminino;23;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;135
66970;Masculino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;150
67005;Feminino;64;Entre 5.000 e 9.999;SP;SÃO PAULO;308
67088;Masculino;40;Maior que 10.000;RJ;RIO DE JANEIRO;55
67151;Feminino;33;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;116
67161;Feminino;61;Maior que 10.000;RJ;RIO DE JANEIRO;85
67184;Feminino;54;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;181
67199;Masculino;43;Maior que 10.000;RJ;RIO DE JANEIRO;120
67282;Feminino;57;Entre 5.000 e 9.999;SP;SÃO PAULO;40
67326;Masculino;39;Entre 2.500 e 4.999;SP;SÃO PAULO;162
67366;Feminino;26;Maior que 10.000;RJ;RIO DE JANEIRO;195
67422;Masculino;20;Entre 5.000 e 9.999;CE;FORTALEZA;67
67465;Masculino;51;Entre 2.500 e 4.999;SP;SÃO PAULO;140
67473;Feminino;30;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;20
67481;Feminino;29;Entre 5.000 e 9.999;SP;SÃO PAULO;85
67494;Feminino;35;Entre 5.000 e 9.999;SP;SÃO PAULO;220
67504;Feminino;59;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;130
67509;Feminino;59;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;103
67571;Feminino;45;Entre 5.000 e 9.999;SP;SÃO PAULO;67
67620;Feminino;24;Maior que 10.000;RJ;RIO DE JANEIRO;120
67841;Feminino;33;Entre 5.000 e 9.999;SP;SÃO PAULO;150
67891;Masculino;30;Maior que 10.000;SP;SÃO PAULO;100
67899;Feminino;35;Maior que 10.000;RJ;RIO DE JANEIRO;234
67922;Feminino;33;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;99
67929;Masculino;21;Maior que 10.000;RJ;RIO DE JANEIRO;210
67932;Feminino;21;Entre 2.500 e 4.999;SP;SÃO PAULO;133
67941;Feminino;42;Maior que 10.000;RJ;RIO DE JANEIRO;245
67941;Feminino;53;Entre 5.000 e 9.999;MG;BELO HORIZONTE;80
68120;Feminino;45;Entre 2.500 e 4.999;SP;SÃO PAULO;83
68235;Masculino;61;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;40
68249;Feminino;31;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;310
68257;Feminino;51;Entre 2.500 e 4.999;SP;SÃO PAULO;184
68320;Feminino;42;Entre 5.000 e 9.999;SP;SÃO PAULO;175
68346;Feminino;28;Entre 2.500 e 4.999;SP;SÃO PAULO;52
68448;Masculino;27;Entre 2.500 e 4.999;SP;SÃO PAULO;116
68483;Masculino;54;Entre 2.500 e 4.999;SP;SÃO PAULO;323
68490;Masculino;22;Entre 1.000 e 2.499;RJ;RIO DE JANEIRO;60
68505;Masculino;42;Maior que 10.000;SP;SÃO PAULO;192
68569;Feminino;31;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;137
59674;Feminino;40;Entre 2.500 e 4.999;SP;SÃO PAULO;155
59724;Feminino;40;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;180
59856;Feminino;23;Entre 5.000 e 9.999;SP;SÃO PAULO;52
59857;Feminino;34;Maior que 10.000;RJ;RIO DE JANEIRO;88
59877;Feminino;40;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;252
59901;Feminino;38;Entre 2.500 e 4.999;SP;SÃO PAULO;325
60023;Feminino;62;Maior que 10.000;RJ;RIO DE JANEIRO;140
60109;Feminino;33;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;106
60490;Masculino;28;Maior que 10.000;SP;SÃO PAULO;164
60544;Feminino;26;Entre 5.000 e 9.999;SP;SÃO PAULO;139
60557;Feminino;33;Maior que 10.000;RJ;RIO DE JANEIRO;40
60657;Feminino;36;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;50
60674;Feminino;44;Entre 2.500 e 4.999;SP;SÃO PAULO;266
60698;Feminino;19;Entre 2.500 e 4.999;SP;SÃO PAULO;115
60701;Feminino;23;Entre 2.500 e 4.999;SP;SÃO PAULO;268
60740;Feminino;31;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;94
60745;Feminino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;144
60785;Feminino;32;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;70
60810;Feminino;31;Entre 5.000 e 9.999;SP;SÃO PAULO;82
61087;Feminino;29;Maior que 10.000;RJ;RIO DE JANEIRO;190
61098;Masculino;52;Maior que 10.000;RJ;RIO DE JANEIRO;97
61110;Feminino;27;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;338
61180;Feminino;26;Entre 2.500 e 4.999;SP;SÃO PAULO;185
61205;Feminino;28;Entre 1.000 e 2.499;RJ;RIO DE JANEIRO;255
61314;Feminino;23;Maior que 10.000;RJ;RIO DE JANEIRO;20
61454;Feminino;31;Entre 2.500 e 4.999;SP;SÃO PAULO;148
61548;Feminino;34;Maior que 10.000;RJ;RIO DE JANEIRO;117
61565;Feminino;52;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;281
61670;Feminino;33;Maior que 10.000;RJ;RIO DE JANEIRO;107
61791;Feminino;59;Entre 2.500 e 4.999;SP;SÃO PAULO;90
61792;Feminino;43;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;100
61897;Feminino;38;Entre 2.500 e 4.999;SP;SÃO PAULO;212
61900;Feminino;37;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;76
61920;Masculino;28;Entre 5.000 e 9.999;CE;FORTALEZA;48
62006;Feminino;40;Maior que 10.000;RJ;RIO DE JANEIRO;110
62006;Masculino;42;Entre 5.000 e 9.999;SP;SÃO PAULO;79
62046;Feminino;33;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;142
62212;Masculino;27;Maior que 10.000;RJ;RIO DE JANEIRO;259
62319;Feminino;23;Maior que 10.000;RJ;RIO DE JANEIRO;86
62358;Feminino;36;Entre 5.000 e 9.999;SP;SÃO PAULO;107
62692;Feminino;46;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;215
62703;Feminino;39;Maior que 10.000;RJ;RIO DE JANEIRO;75
62727;Feminino;20;Entre 2.500 e 4.999;SP;SÃO PAULO;89
62843;Masculino;24;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;100
62890;Feminino;44;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;60
63170;Masculino;25;Maior que 10.000;SP;SÃO PAULO;129
63340;Feminino;50;Maior que 10.000;RJ;RIO DE JANEIRO;153
63559;Feminino;26;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;238
63587;Masculino;42;Maior que 10.000;RJ;RIO DE JANEIRO;71
63651;Feminino;33;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;79
63678;Feminino;39;Maior que 10.000;RJ;RIO DE JANEIRO;446
63695;Masculino;30;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;65
63699;Feminino;54;Entre 2.500 e 4.999;SP;SÃO PAULO;319
63742;Feminino;47;Maior que 10.000;RJ;RIO DE JANEIRO;189
63794;Feminino;56;Entre 2.500 e 4.999;SP;SÃO PAULO;670
63820;Feminino;46;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;348
63874;Feminino;24;Maior que 10.000;SP;SÃO PAULO;100
63894;Feminino;26;Maior que 10.000;RJ;RIO DE JANEIRO;366
63947;Masculino;40;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;270
63977;Feminino;45;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;82
64055;Feminino;21;Entre 5.000 e 9.999;SP;SÃO PAULO;102
64099;Feminino;52;Entre 5.000 e 9.999;RJ;NITERÓI;212
64123;Feminino;33;Entre 2.500 e 4.999;SP;SÃO PAULO;47
64137;Feminino;49;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;108
64199;Masculino;25;Entre 5.000 e 9.999;SP;SÃO PAULO;90
64236;Feminino;32;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;203
64248;Feminino;31;Entre 5.000 e 9.999;RJ;NITERÓI;30
64272;Masculino;61;Entre 5.000 e 9.999;MG;BELO HORIZONTE;288
64340;Masculino;53;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;155
64400;Feminino;34;Entre 2.500 e 4.999;SP;SÃO PAULO;61
64400;Feminino;28;Entre 1.000 e 2.499;SP;SÃO PAULO;150
64518;Feminino;30;Maior que 10.000;RJ;RIO DE JANEIRO;63
64722;Feminino;41;Entre 2.500 e 4.999;SP;SÃO PAULO;35
64793;Feminino;49;Entre 2.500 e 4.999;SP;SÃO PAULO;80
64843;Feminino;44;Entre 5.000 e 9.999;SP;SÃO PAULO;103
64959;Feminino;27;Entre 2.500 e 4.999;SP;SÃO PAULO;110
65169;Masculino;24;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;157
65276;Feminino;26;Entre 2.500 e 4.999;SP;SÃO PAULO;240
65323;Feminino;52;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;375
65331;Feminino;50;Entre 5.000 e 9.999;SP;SÃO PAULO;238
65522;Feminino;30;Maior que 10.000;RJ;RIO DE JANEIRO;338
65580;Feminino;54;Entre 2.500 e 4.999;SP;SÃO PAULO;110
65608;Feminino;24;Maior que 10.000;RJ;RIO DE JANEIRO;231
65676;Masculino;49;Maior que 10.000;RJ;RIO DE JANEIRO;99
65699;Feminino;22;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;40
65765;Masculino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;55
65781;Feminino;42;Entre 5.000 e 9.999;MG;BELO HORIZONTE;98
65994;Feminino;72;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;319
66105;Masculino;53;Maior que 10.000;RJ;RIO DE JANEIRO;90
66154;Feminino;26;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;252
66456;Feminino;28;Entre 2.500 e 4.999;SP;SÃO PAULO;13
66473;Masculino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;78
66595;Masculino;34;Entre 5.000 e 9.999;SP;SÃO PAULO;133
28239;Feminino;22;Maior que 10.000;SP;CAMPINAS;168
28340;Feminino;55;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;240
28631;Feminino;55;Maior que 10.000;RJ;RIO DE JANEIRO;136
28631;Feminino;35;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;72
28655;Feminino;54;Entre 5.000 e 9.999;SP;SÃO PAULO;288
28674;Feminino;45;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;124
28679;Masculino;25;Entre 2.500 e 4.999;SP;SÃO PAULO;270
28683;Masculino;34;Entre 5.000 e 9.999;SP;SÃO PAULO;177
28727;Feminino;58;Maior que 10.000;RJ;RIO DE JANEIRO;308
28762;Feminino;41;Entre 5.000 e 9.999;SP;SÃO PAULO;166
28919;Masculino;40;Entre 2.500 e 4.999;SP;SÃO PAULO;116
29343;Feminino;41;Entre 5.000 e 9.999;SP;SÃO PAULO;166
29355;Feminino;34;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;242
29448;Feminino;37;Maior que 10.000;SP;CAMPINAS;148
29484;Feminino;47;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;160
29608;Feminino;51;Entre 5.000 e 9.999;SP;SÃO PAULO;106
29659;Feminino;31;Maior que 10.000;RJ;RIO DE JANEIRO;110
29722;Feminino;39;Maior que 10.000;SP;SÃO PAULO;122
29893;Feminino;64;Maior que 10.000;RJ;RIO DE JANEIRO;65
30202;Masculino;20;Maior que 10.000;RJ;RIO DE JANEIRO;150
30272;Feminino;58;Maior que 10.000;RJ;RIO DE JANEIRO;155
30315;Feminino;23;Entre 5.000 e 9.999;SP;SÃO BERNARDO DO CAMPO;55
30603;Feminino;27;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;55
30692;Feminino;40;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;178
30729;Feminino;27;Entre 1.000 e 2.499;RJ;RIO DE JANEIRO;134
30764;Feminino;19;Entre 2.500 e 4.999;SP;SÃO PAULO;44
30849;Masculino;53;Maior que 10.000;RJ;RIO DE JANEIRO;289
30893;Feminino;47;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;60
30984;Masculino;28;Entre 5.000 e 9.999;SP;SÃO PAULO;190
31026;Feminino;10;Entre 2.500 e 4.999;SP;SÃO PAULO;566
31174;Feminino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;226
31206;Feminino;49;Maior que 10.000;RJ;RIO DE JANEIRO;281
31382;Masculino;31;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;461
31391;Masculino;44;Entre 2.500 e 4.999;SP;SÃO PAULO;64
31410;Masculino;38;Entre 2.500 e 4.999;SP;SÃO PAULO;121
31490;Feminino;21;Maior que 10.000;RJ;RIO DE JANEIRO;29
31538;Feminino;27;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;110
31585;Feminino;28;Entre 2.500 e 4.999;SP;SÃO PAULO;276
31657;Feminino;29;Maior que 10.000;RJ;RIO DE JANEIRO;108
31793;Feminino;29;Entre 5.000 e 9.999;SP;SÃO PAULO;258
31811;Feminino;35;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;133
31871;Feminino;24;Entre 5.000 e 9.999;SP;SÃO PAULO;244
32425;Feminino;49;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;36
32428;Feminino;29;Entre 5.000 e 9.999;SP;SÃO PAULO;20
32437;Masculino;59;Entre 5.000 e 9.999;SP;CAMPINAS;205
32610;Feminino;62;Maior que 10.000;RJ;RIO DE JANEIRO;84
32683;Feminino;60;Maior que 10.000;SP;SÃO PAULO;20
33044;Feminino;41;Maior que 10.000;SP;CAMPINAS;132
33182;Feminino;55;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;138
33226;Masculino;51;Maior que 10.000;RJ;RIO DE JANEIRO;144
33233;Feminino;31;Maior que 10.000;RJ;RIO DE JANEIRO;279
33379;Masculino;26;Entre 2.500 e 4.999;SP;SÃO PAULO;102
33393;Masculino;46;Entre 2.500 e 4.999;SP;SÃO PAULO;243
33556;Feminino;54;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;202
33589;Feminino;30;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;426
33780;Feminino;31;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;206
33787;Feminino;45;Maior que 10.000;RJ;RIO DE JANEIRO;412
33881;Feminino;43;Entre 5.000 e 9.999;SP;SÃO PAULO;196
33884;Feminino;39;Entre 5.000 e 9.999;SP;SÃO PAULO;198
34007;Feminino;36;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;85
34034;Feminino;28;Entre 5.000 e 9.999;SP;SÃO PAULO;140
34038;Feminino;23;Entre 2.500 e 4.999;SP;SÃO PAULO;61
34120;Feminino;33;Entre 2.500 e 4.999;SP;SÃO PAULO;178
34142;Feminino;46;Entre 5.000 e 9.999;SP;SÃO PAULO;40
34183;Feminino;47;Entre 2.500 e 4.999;SP;SÃO PAULO;183
34314;Feminino;31;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;100
34377;Feminino;26;Entre 5.000 e 9.999;SP;SÃO PAULO;211
34551;Feminino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;76
34687;Masculino;19;Maior que 10.000;RJ;RIO DE JANEIRO;108
34779;Masculino;24;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;120
34855;Masculino;27;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;131
34882;Feminino;40;Entre 5.000 e 9.999;SP;SÃO PAULO;198
34962;Feminino;66;Maior que 10.000;RJ;RIO DE JANEIRO;397
35043;Feminino;32;Entre 2.500 e 4.999;SP;SÃO PAULO;147
35060;Masculino;29;Maior que 10.000;SP;SÃO PAULO;108
35266;Feminino;29;Entre 5.000 e 9.999;SP;SÃO BERNARDO DO CAMPO;57
35306;Masculino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;40
35354;Feminino;32;Entre 5.000 e 9.999;MG;BELO HORIZONTE;110
35354;Feminino;25;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;77
35406;Feminino;20;Entre 2.500 e 4.999;SP;SÃO PAULO;78
35416;Feminino;28;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;143
35462;Feminino;40;Maior que 10.000;RJ;RIO DE JANEIRO;95
35466;Feminino;23;Maior que 10.000;RJ;RIO DE JANEIRO;94
35538;Feminino;22;Entre 5.000 e 9.999;RJ;NITERÓI;104
35601;Feminino;29;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;254
35917;Feminino;30;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;178
35968;Feminino;48;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;62
36236;Masculino;43;Entre 5.000 e 9.999;MG;BELO HORIZONTE;433
36252;Feminino;28;Maior que 10.000;RJ;RIO DE JANEIRO;156
36310;Feminino;46;Maior que 10.000;SP;SÃO PAULO;400
36360;Masculino;21;Maior que 10.000;RJ;RIO DE JANEIRO;297
36443;Feminino;22;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;75
36648;Feminino;54;Maior que 10.000;RJ;RIO DE JANEIRO;97
36652;Feminino;48;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;86
48586;Feminino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;20
48635;Feminino;27;Maior que 10.000;RJ;RIO DE JANEIRO;90
48655;Masculino;38;Maior que 10.000;SP;SÃO PAULO;176
48689;Feminino;27;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;139
48725;Feminino;49;Maior que 10.000;SP;SÃO PAULO;310
48729;Feminino;29;Maior que 10.000;RJ;RIO DE JANEIRO;143
48754;Feminino;29;Entre 5.000 e 9.999;SP;SÃO PAULO;182
48782;Feminino;24;Maior que 10.000;SP;SÃO PAULO;88
48906;Feminino;28;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;98
48930;Masculino;33;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;234
48967;Masculino;42;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;181
49043;Feminino;42;Entre 5.000 e 9.999;SP;SÃO PAULO;80
49147;Feminino;25;Maior que 10.000;SP;SÃO PAULO;113
49149;Feminino;37;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;131
49160;Feminino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;91
49290;Feminino;58;Entre 5.000 e 9.999;SP;SÃO PAULO;268
49331;Masculino;53;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;100
49396;Feminino;29;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;595
49507;Masculino;36;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;209
49578;Feminino;27;Entre 5.000 e 9.999;SP;SÃO PAULO;100
49596;Feminino;40;Maior que 10.000;RJ;RIO DE JANEIRO;41
49627;Masculino;32;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;113
49641;Feminino;54;Entre 2.500 e 4.999;SP;SÃO PAULO;97
49676;Feminino;37;Entre 2.500 e 4.999;SP;SÃO PAULO;204
49694;Feminino;48;Entre 2.500 e 4.999;SP;SÃO PAULO;181
49697;Feminino;25;Entre 2.500 e 4.999;SP;SÃO PAULO;111
49737;Feminino;32;Maior que 10.000;RJ;RIO DE JANEIRO;107
49772;Masculino;31;Entre 5.000 e 9.999;SP;SÃO PAULO;38
49783;Feminino;29;Entre 2.500 e 4.999;SP;SÃO PAULO;290
49787;Feminino;35;Entre 5.000 e 9.999;SP;CAMPINAS;167
49792;Masculino;22;Entre 2.500 e 4.999;SP;SÃO PAULO;101
49879;Masculino;36;Entre 2.500 e 4.999;SP;SÃO PAULO;48
49894;Feminino;46;Maior que 10.000;RJ;RIO DE JANEIRO;126
49919;Feminino;58;Maior que 10.000;RJ;RIO DE JANEIRO;187
49953;Feminino;34;Entre 2.500 e 4.999;SP;SÃO PAULO;272
49956;Feminino;25;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;40
49987;Feminino;22;Entre 2.500 e 4.999;SP;SÃO PAULO;118
50099;Feminino;46;Entre 1.000 e 2.499;RJ;RIO DE JANEIRO;33
50168;Feminino;46;Maior que 10.000;RJ;RIO DE JANEIRO;78
50209;Feminino;45;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;45
50215;Feminino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;156
50228;Feminino;33;Entre 5.000 e 9.999;SP;SÃO PAULO;244
50240;Feminino;24;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;291
50304;Feminino;44;Entre 2.500 e 4.999;SP;SÃO PAULO;224
50385;Masculino;64;Entre 5.000 e 9.999;SP;SÃO PAULO;232
50464;Masculino;25;Entre 5.000 e 9.999;SP;SÃO PAULO;105
50472;Feminino;26;Maior que 10.000;RJ;RIO DE JANEIRO;106
50569;Feminino;50;Maior que 10.000;RJ;RIO DE JANEIRO;50
50684;Feminino;23;Entre 2.500 e 4.999;SP;SÃO PAULO;105
50742;Feminino;43;Entre 2.500 e 4.999;SP;SÃO PAULO;66
50838;Masculino;60;Entre 2.500 e 4.999;SP;SÃO PAULO;460
50891;Feminino;39;Entre 2.500 e 4.999;SP;SÃO PAULO;40
50920;Masculino;38;Entre 5.000 e 9.999;SP;SÃO PAULO;187
50922;Feminino;53;Entre 5.000 e 9.999;SP;SÃO PAULO;40
50984;Feminino;35;Entre 2.500 e 4.999;SP;SÃO PAULO;106
51079;Feminino;39;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;229
51284;Feminino;46;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;190
51364;Feminino;41;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;150
51374;Feminino;55;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;149
51402;Masculino;25;Maior que 10.000;RJ;RIO DE JANEIRO;210
51428;Feminino;26;Entre 5.000 e 9.999;SP;SÃO PAULO;86
51484;Feminino;25;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;213
51508;Masculino;53;Maior que 10.000;SP;CAMPINAS;179
51520;Feminino;14;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;82
51526;Masculino;29;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;39
51621;Masculino;30;Entre 2.500 e 4.999;SP;SÃO PAULO;128
51640;Masculino;35;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;100
51647;Feminino;25;Entre 2.500 e 4.999;SP;SÃO PAULO;127
51772;Masculino;26;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;190
51925;Feminino;26;Entre 5.000 e 9.999;RJ;RIO DE JANEIRO;163
51937;Masculino;24;Entre 2.500 e 4.999;SP;SÃO PAULO;177
51978;Feminino;37;Entre 5.000 e 9.999;SP;SÃO PAULO;196
52003;Masculino;26;Maior que 10.000;RJ;RIO DE JANEIRO;229
52063;Masculino;38;Entre 2.500 e 4.999;RJ;RIO DE JANEIRO;20
52175;Masculino;69;Entre 5.000 e 9.999;SP;SÃO PAULO;20
