Market;Commodity;Variety;Grade;Price
Jalalabad;Pomegranate;Other;Large;7500
Jalalabad;Potato;Other;FAQ;500
Jalalabad;Raddish;Other;FAQ;300
Jalalabad;Spinach;Other;FAQ;1000
Jalalabad;Tomato;Other;FAQ;1000
Jalalabad;Turnip;Turnip;FAQ;500
Jalalabad;Water Melon;Other;Large;2000
Firozepur City;Amla(Nelli Kai);Amla;FAQ;3750
Firozepur City;Apple;Other;Medium;4500
Firozepur City;Banana;Other;Medium;1200
Firozepur City;Bhindi(Ladies Finger);Other;FAQ;8250
Firozepur City;Bitter gourd;Other;FAQ;8250
Firozepur City;Bottle gourd;Other;FAQ;3250
Firozepur City;Brinjal;Other;FAQ;2250
Firozepur City;Cabbage;Other;FAQ;450
Firozepur City;Capsicum;Other;FAQ;2750
Firozepur City;Carrot;Other;FAQ;1500
Firozepur City;Cauliflower;Other;FAQ;350
Firozepur City;Chikoos(Sapota);Other;Medium;4000
Firozepur City;Cucumbar(Kheera);Other;FAQ;2100
Firozepur City;Field Pea;Other;FAQ;2150
Firozepur City;Ginger(Dry);Other;FAQ;6750
Firozepur City;Grapes;Other;Medium;8500
Firozepur City;Green Chilli;Other;FAQ;3750
Firozepur City;Kinnow;Other;Medium;3500
Firozepur City;Lemon;Other;FAQ;9250
Firozepur City;Onion;Other;FAQ;1250
Firozepur City;Orange;Other;Medium;5500
Firozepur City;Papaya;Other;Medium;3000
Firozepur City;Pomegranate;Other;Medium;9000
Firozepur City;Potato;Other;FAQ;450
Firozepur City;Pumpkin;Other;FAQ;2250
Firozepur City;Raddish;Other;FAQ;550
Firozepur City;Tomato;Other;FAQ;1650
Firozepur City;Turnip;Other;FAQ;750
Dinanagar;Apple;Apple;Medium;6000
Dinanagar;Banana;Medium;Medium;2500
Dinanagar;Carrot;Other;FAQ;900
Dinanagar;Cauliflower;Cauliflower;FAQ;700
Dinanagar;Cucumbar(Kheera);Other;FAQ;2000
Dinanagar;Ginger(Green);Green Ginger;FAQ;5000
Dinanagar;Grapes;Green;Medium;8000
Dinanagar;Green Chilli;Green Chilly;FAQ;3500
Dinanagar;Onion;Other;FAQ;1700
Dinanagar;Papaya;Papaya;Medium;3500
Dinanagar;Pomegranate;Pomogranate;Medium;8000
Dinanagar;Potato;Potato;FAQ;1400
Dinanagar;Raddish;Raddish;FAQ;650
Dinanagar;Tomato;Tomato;FAQ;1700
Garh Shankar;Apple;Other;Medium;6500
Garh Shankar;Banana;Medium;Medium;3500
Garh Shankar;Bhindi(Ladies Finger);Bhindi;FAQ;6500
Garh Shankar;Brinjal;Brinjal;FAQ;1200
Garh Shankar;Cabbage;Cabbage;FAQ;450
Garh Shankar;Carrot;Carrot;FAQ;1200
Garh Shankar;Cauliflower;Cauliflower;FAQ;300
Garh Shankar;Field Pea;Field Pea;FAQ;1700
Garh Shankar;Garlic;Average;FAQ;3000
Garh Shankar;Ginger(Green);Green Ginger;FAQ;4500
Garh Shankar;Grapes;Other;Medium;5000
Garh Shankar;Green Chilli;Green Chilly;FAQ;2400
Garh Shankar;Kinnow;Other;Medium;3500
Garh Shankar;Onion;Other;FAQ;1000
Garh Shankar;Papaya;Other;Medium;2200
Garh Shankar;Potato;Potato;FAQ;500
Garh Shankar;Tomato;Local;FAQ;1500
Mukerian(Talwara);Apple;Other;Medium;5000
Mukerian(Talwara);Banana;Other;Medium;2500
Mukerian(Talwara);Capsicum;Capsicum;FAQ;2600
Mukerian(Talwara);Carrot;Carrot;FAQ;1400
Mukerian(Talwara);Cauliflower;Cauliflower;FAQ;600
Mukerian(Talwara);Field Pea;Field Pea;FAQ;2400
Mukerian(Talwara);Onion;Onion;FAQ;1600
Mukerian(Talwara);Potato;Potato;FAQ;800
Mukerian(Talwara);Raddish;Raddish;FAQ;750
Mukerian(Talwara);Tomato;Tomato;FAQ;2000
Mukerian(Talwara);Turnip;Turnip;FAQ;1000
Bilga;Brinjal;Other;FAQ;1900
Bilga;Carrot;Other;FAQ;1100
Bilga;Cauliflower;Other;FAQ;900
Bilga;Garlic;Average;FAQ;3900
Bilga;Green Chilli;Other;FAQ;2900
Bilga;Onion;Other;FAQ;1900
Bilga;Peas Wet;Other;FAQ;1900
Bilga;Potato;Other;FAQ;1100
Bilga;Raddish;Other;FAQ;1100
Bilga;Season Leaves;Other;FAQ;1100
Bilga;Tomato;Other;FAQ;1900
Lohian Khas;Cabbage;Other;FAQ;400
Lohian Khas;Carrot;Other;FAQ;600
Lohian Khas;Cauliflower;Other;FAQ;300
Lohian Khas;Peas Wet;Other;FAQ;800
Lohian Khas;Potato;Other;FAQ;400
Lohian Khas;Spinach;Other;FAQ;200
Lohian Khas;Tomato;Other;FAQ;900
Sultanpur;Cauliflower;Other;FAQ;200
Sultanpur;Cucumbar(Kheera);Other;FAQ;2000
Sultanpur;Peas Wet;Other;FAQ;3000
Sultanpur;Tomato;Other;FAQ;1000
Doraha;Capsicum;Capsicum;FAQ;2830
Doraha;Carrot;Other;FAQ;1400
Doraha;Cauliflower;Other;FAQ;331
Doraha;Cucumbar(Kheera);Cucumbar;FAQ;2357
Doraha;Ginger(Green);Green Ginger;FAQ;7000
Doraha;Green Chilli;Other;FAQ;3577
Doraha;Onion;Other;FAQ;1409
Doraha;Peas Wet;Other;FAQ;2310
Doraha;Potato;Other;FAQ;482
Doraha;Spinach;Spinach;FAQ;1000
Doraha;Tomato;Other;FAQ;1645
Khanna;Cabbage;Other;FAQ;300
Khanna;Carrot;Other;FAQ;600
Khanna;Cauliflower;Other;FAQ;200
Khanna;Garlic;Other;FAQ;4000
Khanna;Ginger(Green);Other;FAQ;3000
Khanna;Grapes;Other;Medium;5000
Khanna;Green Chilli;Other;FAQ;2500
Khanna;Onion;Other;FAQ;800
Khanna;Potato;Other;FAQ;300
Khanna;Tomato;Other;FAQ;1000
Sahnewal;Cabbage;Cabbage;FAQ;400
Sahnewal;Cauliflower;Cauliflower;FAQ;400
Sahnewal;Onion;Onion;FAQ;1500
Sahnewal;Peas Wet;Peas Wet;FAQ;1800
Sahnewal;Potato;Potato;FAQ;500
Sahnewal;Raddish;Raddish;FAQ;500
Sahnewal;Tomato;Tomato;FAQ;1500
Mansa;Apple;Apple;Medium;8500
Mansa;Banana;Banana - Ripe;Medium;2200
Mansa;Brinjal;Brinjal;FAQ;1200
Mansa;Cabbage;Cabbage;FAQ;400
Mansa;Capsicum;Capsicum;FAQ;3000
Mansa;Carrot;Carrot;FAQ;1200
Mansa;Cauliflower;Cauliflower;FAQ;1200
Mansa;Coriander(Leaves);Coriander;FAQ;1200
Mansa;Cucumbar(Kheera);Cucumbar;FAQ;3200
Mansa;Ginger(Dry);Dry;FAQ;5000
Mansa;Grapes;Green;Medium;7000
Mansa;Green Chilli;Green Chilly;FAQ;3050
Mansa;Guava;Other;Medium;3800
Mansa;Kinnow;Kinnow;Medium;4000
Mansa;Lemon;Lemon;FAQ;6500
Mansa;Mashrooms;Mashrooms;FAQ;9500
Mansa;Mousambi(Sweet Lime);Mousambi;Medium;4500
Mansa;Onion;Onion;FAQ;1200
Mansa;Orange;Orange;Medium;4000
Mansa;Papaya;Papaya;Medium;3250
Mansa;Peas cod;Other;FAQ;2000
Mansa;Pineapple;Pine Apple;Medium;5000
Mansa;Pomegranate;Pomogranate;Medium;9000
Mansa;Potato;Potato;FAQ;500
Mansa;Pumpkin;Pumpkin;FAQ;2000
Mansa;Raddish;Raddish;FAQ;500
Mansa;Spinach;Spinach;FAQ;1000
Mansa;Tomato;Tomato;FAQ;1500
Mansa;Water Melon;Water Melon;Medium;2500
Kot ise Khan;Brinjal;Other;FAQ;900
Kot ise Khan;Carrot;Other;FAQ;700
Kot ise Khan;Cauliflower;Other;FAQ;700
Kot ise Khan;Coriander(Leaves);Coriander;FAQ;600
Kot ise Khan;Green Chilli;Other;FAQ;1300
Kot ise Khan;Methi(Leaves);Other;FAQ;600
Kot ise Khan;Peas cod;Other;FAQ;1100
Kot ise Khan;Potato;Other;FAQ;1100
Kot ise Khan;Raddish;Other;FAQ;600
Kot ise Khan;Season Leaves;Other;FAQ;700
Moga;Apple;Apple;Medium;800
Moga;Banana;Other;Medium;1600
Moga;Capsicum;Capsicum;FAQ;3000
Moga;Carrot;Other;FAQ;1000
Moga;Cauliflower;Other;FAQ;200
Moga;Cucumbar(Kheera);Cucumbar;FAQ;3500
Moga;Garlic;Other;FAQ;2600
Moga;Ginger(Dry);Other;FAQ;4000
Moga;Green Chilli;Other;FAQ;3500
Moga;Kinnow;Kinnow;Medium;3200
Moga;Onion;Other;FAQ;1200
Moga;Papaya;Other;Medium;1300
Moga;Peas Wet;Other;FAQ;1600
Moga;Potato;Other;FAQ;400
Moga;Tomato;Other;FAQ;1200
Dera Bassi;Carrot;Other;FAQ;1100
Dera Bassi;Cauliflower;Other;FAQ;1200
Dera Bassi;Onion;Other;FAQ;1300
Dera Bassi;Potato;Other;FAQ;1100
Dera Bassi;Tomato;Other;FAQ;1300
Lalru;Cabbage;Other;FAQ;800
Lalru;Capsicum;Other;FAQ;4500
Lalru;Carrot;Other;FAQ;1500
Lalru;Cauliflower;Other;FAQ;400
Lalru;Coriander(Leaves);Other;FAQ;1200
Lalru;Ginger(Green);Green Ginger;FAQ;6000
Lalru;Green Chilli;Other;FAQ;4000
Lalru;Onion;Other;FAQ;1400
Lalru;Peas Wet;Other;FAQ;2000
Lalru;Potato;Other;FAQ;700
Lalru;Raddish;Other;FAQ;600
Lalru;Tomato;Other;FAQ;500
Chamkaur Sahib;Apple;Apple;Medium;7950
Chamkaur Sahib;Banana;Other;Medium;1950
Chamkaur Sahib;Bottle gourd;Other;FAQ;2550
Chamkaur Sahib;Brinjal;Other;FAQ;1950
Chamkaur Sahib;Capsicum;Other;FAQ;3950
Chamkaur Sahib;Carrot;Other;FAQ;750
Chamkaur Sahib;Cauliflower;Other;FAQ;950
Chamkaur Sahib;Chikoos(Sapota);Other;Medium;7950
Chamkaur Sahib;Coriander(Leaves);Coriander;FAQ;1950
Chamkaur Sahib;Cucumbar(Kheera);Other;FAQ;1750
Chamkaur Sahib;Elephant Yam (Suran);Elephant Yam (Suran);FAQ;2950
Chamkaur Sahib;Garlic;Average;FAQ;1750
Chamkaur Sahib;Ginger(Green);Green Ginger;FAQ;3950
Chamkaur Sahib;Grapes;Other;Medium;7950
Chamkaur Sahib;Green Chilli;Other;FAQ;1950
Chamkaur Sahib;Kinnow;Other;Medium;7950
Chamkaur Sahib;Onion;Other;FAQ;1750
Chamkaur Sahib;Peas Wet;Other;FAQ;2450
Chamkaur Sahib;Pomegranate;Other;Medium;5950
Chamkaur Sahib;Potato;Other;FAQ;550
Chamkaur Sahib;Pumpkin;Other;FAQ;1950
Chamkaur Sahib;Raddish;Other;FAQ;950
Chamkaur Sahib;Spinach;Spinach;FAQ;750
Chamkaur Sahib;Tomato;Other;FAQ;2150
Morinda;Apple;Apple;Large;6800
Morinda;Banana;Medium;Large;3500
Morinda;Brinjal;Brinjal;FAQ;1300
Morinda;Cabbage;Cabbage;FAQ;350
Morinda;Capsicum;Capsicum;FAQ;2800
Morinda;Carrot;Carrot;FAQ;900
Morinda;Cauliflower;Other;FAQ;350
Morinda;Coriander(Leaves);Coriander;FAQ;1300
Morinda;Cucumbar(Kheera);Cucumbar;FAQ;1800
Morinda;Garlic;Garlic;FAQ;4800
Morinda;Grapes;Black;Large;4800
Morinda;Green Chilli;Green Chilly;FAQ;3300
Morinda;Kinnow;Kinnow;Large;2800
Morinda;Lemon;Lemon;FAQ;3800
Morinda;Mousambi(Sweet Lime);Mousambi;Large;3800
Morinda;Onion;Onion;FAQ;1300
Morinda;Papaya;Papaya;Large;3800
Morinda;Peas Wet;Peas Wet;FAQ;2300
Morinda;Pomegranate;Pomogranate;Large;6800
Morinda;Potato;Potato;FAQ;400
Morinda;Raddish;Raddish;FAQ;500
Morinda;Spinach;Spinach;FAQ;1300
Morinda;Tomato;Deshi;FAQ;1000
Ropar;Apple;Apple;Medium;5500
Ropar;Brinjal;Other;FAQ;1200
Ropar;Cauliflower;Other;FAQ;600
Ropar;French Beans (Frasbean);French Beans (Frasbean);FAQ;3500
Ropar;Garlic;Average;FAQ;6000
Ropar;Ginger(Green);Other;FAQ;5500
Ropar;Green Chilli;Other;FAQ;2800
Ropar;Green Peas;Other;FAQ;2000
Ropar;Kinnow;Other;Medium;5000
Ropar;Onion;Other;FAQ;1300
Ropar;Potato;Other;FAQ;550
Ropar;Raddish;Other;FAQ;600
Bhawanigarh;Apple;Other;Medium;5500
Bhawanigarh;Bhindi(Ladies Finger);Other;FAQ;8000
Bhawanigarh;Cabbage;Other;FAQ;400
Bhawanigarh;Carrot;Other;FAQ;900
Bhawanigarh;Cauliflower;Other;FAQ;250
Bhawanigarh;Cucumbar(Kheera);Other;FAQ;3750
Bhawanigarh;Grapes;Other;Medium;5250
Bhawanigarh;Green Chilli;Green Chilly;FAQ;3000
Bhawanigarh;Guava;Other;Medium;4250
Bhawanigarh;Onion;Other;FAQ;900
Bhawanigarh;Papaya;Other;Medium;4000
Bhawanigarh;Pineapple;Other;Medium;5500
Bhawanigarh;Potato;Other;FAQ;350
Bhawanigarh;Raddish;Other;FAQ;300
Bhawanigarh;Tomato;Other;FAQ;1100
Dhuri;Cauliflower;Other;FAQ;300
Dhuri;Cucumbar(Kheera);Other;FAQ;780
Dhuri;Kinnow;Other;Medium;3700
Dhuri;Onion;Other;FAQ;1300
Dhuri;Potato;Local;FAQ;510
Dhuri;Raddish;Other;FAQ;290
Dhuri;Tomato;Other;FAQ;1120
Khadur Sahib(Fetehabad);Brinjal;Other;FAQ;950
Khadur Sahib(Fetehabad);Cabbage;Other;FAQ;450
Khadur Sahib(Fetehabad);Carrot;Other;FAQ;1050
Khadur Sahib(Fetehabad);Cauliflower;Other;FAQ;350
Khadur Sahib(Fetehabad);Leafy Vegetable;Other;FAQ;550
Khadur Sahib(Fetehabad);Peas cod;Other;FAQ;1050
Khadur Sahib(Fetehabad);Pumpkin;Other;FAQ;950
Khadur Sahib(Fetehabad);Raddish;Other;FAQ;350
Khadur Sahib(Fetehabad);Turnip;Other;FAQ;550
Patti;Apple;Other;Medium;7500
Patti;Banana;Other;Medium;2200
Patti;Capsicum;Other;FAQ;3500
Patti;Carrot;Other;FAQ;450
Patti;Cauliflower;Other;FAQ;450
Patti;Coriander(Leaves);Other;FAQ;120
Patti;Garlic;Other;FAQ;7500
Patti;Ginger(Dry);Other;FAQ;3500
Patti;Grapes;Other;Medium;6500
Patti;Green Chilli;Other;FAQ;1400
Patti;Kinnow;Other;Medium;6500
Patti;Leafy Vegetable;Other;FAQ;450
Patti;Onion;Other;FAQ;1400
Patti;Peas Wet;Other;FAQ;2200
Patti;Potato;Other;FAQ;900
Patti;Raddish;Other;FAQ;450
Patti;Spinach;Other;FAQ;450
Patti;Tomato;Other;FAQ;1800
Ajmer(F&V);Apple;Other;Large;7000
Ajmer(F&V);Banana;Other;Large;3200
Ajmer(F&V);Bhindi(Ladies Finger);Other;FAQ;3800
Ajmer(F&V);Brinjal;Other;FAQ;1350
Ajmer(F&V);Cabbage;Other;FAQ;600
Ajmer(F&V);Carrot;Other;FAQ;1200
Ajmer(F&V);Cauliflower;Other;FAQ;650
Ajmer(F&V);Chikoos(Sapota);Other;Large;3000
Ajmer(F&V);Cucumbar(Kheera);Other;FAQ;1600
Ajmer(F&V);Garlic;Other;FAQ;2000
Ajmer(F&V);Ginger(Dry);Other;FAQ;5000
Ajmer(F&V);Grapes;Other;Large;3500
Ajmer(F&V);Green Chilli;Other;FAQ;2100
Ajmer(F&V);Guava;Other;Large;2200
Ajmer(F&V);Kinnow;Other;Large;2400
Ajmer(F&V);Lime;Other;Large;2800
Ajmer(F&V);Long Melon(Kakri);Other;FAQ;1300
Ajmer(F&V);Mango (Raw-Ripe);Other;FAQ;3000
Ajmer(F&V);Mousambi(Sweet Lime);Other;Large;4400
Ajmer(F&V);Onion;Other;FAQ;1200
Ajmer(F&V);Orange;Other;Large;2500
Ajmer(F&V);Papaya;Other;Large;1800
Ajmer(F&V);Peas Wet;Other;FAQ;1600
Ajmer(F&V);Pineapple;Other;Large;3000
Ajmer(F&V);Pomegranate;Other;Large;5300
Ajmer(F&V);Potato;Other;FAQ;700
Ajmer(F&V);Pumpkin;Other;FAQ;1200
Ajmer(F&V);Raddish;Other;FAQ;500
Ajmer(F&V);Tinda;Other;FAQ;2500
Ajmer(F&V);Tomato;Other;FAQ;650
Ajmer(F&V);Water Melon;Other;Large;1800
Beawar;Maize;Other;FAQ;2400
Beawar;Mustard;Other;FAQ;4900
Beawar;Taramira;Other;FAQ;5300
Bijay Nagar;Cotton;American;FAQ;7900
Bijay Nagar;Mustard;Other;FAQ;4750
Bijay Nagar;Onion;1st Sort;FAQ;1180
Bijay Nagar;Potato;(Red Nanital);FAQ;750
Bijay Nagar;Tomato;Deshi;FAQ;500
Vijay Nagar(Gulabpura);Maize;Other;FAQ;2400
Vijay Nagar(Gulabpura);Mustard;Other;FAQ;4850
Vijay Nagar(Gulabpura);Wheat;Other;FAQ;2400
Barmer;Guar Seed(Cluster Beans Seed);Other;FAQ;5500
Bikaner(F&V);Banana;Other;Medium;2000
Bikaner(F&V);Beetroot;Other;FAQ;1400
Bikaner(F&V);Bhindi(Ladies Finger);Other;FAQ;3400
Bikaner(F&V);Bottle gourd;Other;FAQ;900
Bikaner(F&V);Brinjal;Other;FAQ;1200
Bikaner(F&V);Cabbage;Other;FAQ;500
Bikaner(F&V);Capsicum;Other;FAQ;2000
Bikaner(F&V);Carrot;Other;FAQ;700
Bikaner(F&V);Cauliflower;Other;FAQ;700
Bikaner(F&V);Chikoos(Sapota);Other;Medium;2400
Bikaner(F&V);Coriander(Leaves);Other;FAQ;1900
Bikaner(F&V);Cucumbar(Kheera);Other;FAQ;1500
Bikaner(F&V);Garlic;Other;FAQ;2900
Bikaner(F&V);Ginger(Dry);Other;FAQ;3300
Bikaner(F&V);Grapes;Other;Medium;2900
Bikaner(F&V);Green Chilli;Other;FAQ;1700
Bikaner(F&V);Green Peas;Other;FAQ;1400
Bikaner(F&V);Guar;Other;FAQ;2900
Bikaner(F&V);Guava;Other;Medium;1500
Bikaner(F&V);Kinnow;Other;Medium;2900
Bikaner(F&V);Lemon;Other;FAQ;2900
Bikaner(F&V);Long Melon(Kakri);Other;FAQ;1700
Bikaner(F&V);Mango (Raw-Ripe);Other;FAQ;3400
Bikaner(F&V);Methi(Leaves);Other;FAQ;1300
Bikaner(F&V);Mint(Pudina);Other;FAQ;1900
Bikaner(F&V);Mousambi(Sweet Lime);Other;Medium;3100
Bikaner(F&V);Onion;Other;FAQ;800
Bikaner(F&V);Orange;Other;Medium;2700
Bikaner(F&V);Papaya;Other;Medium;2100
Bikaner(F&V);Pineapple;Other;Medium;3300
Bikaner(F&V);Pomegranate;Other;Medium;6400
Bikaner(F&V);Potato;Other;FAQ;400
Bikaner(F&V);Pumpkin;Other;FAQ;800
Bikaner(F&V);Raddish;Other;FAQ;400
Bikaner(F&V);Ridgeguard(Tori);Other;FAQ;1700
Bikaner(F&V);Spinach;Other;FAQ;800
Bikaner(F&V);Sweet Potato;Other;FAQ;1200
Bikaner(F&V);Tinda;Other;FAQ;1400
Bikaner(F&V);Tomato;Other;FAQ;1000
Bikaner(F&V);Water Melon;Other;Medium;1500
Kapasan;Maize;Deshi White;FAQ;2000
Churu;Onion;1st Sort;FAQ;700
Churu;Potato;(Red Nanital);FAQ;650
Churu;Tomato;Hybrid;FAQ;1100
Lalsot;Bajra(Pearl Millet/Cumbu);Other;FAQ;2131
Lalsot;Guar;Other;FAQ;5280
Lalsot;Mustard;Other;FAQ;5376
Lalsot;Sesamum(Sesame,Gingelly,Til);Other;FAQ;13800
Lalsot;Wheat;Other;FAQ;2203
Lalsot(Mandabari);Bajra(Pearl Millet/Cumbu);Other;FAQ;2090
Lalsot(Mandabari);Bengal Gram(Gram)(Whole);Other;FAQ;4200
Lalsot(Mandabari);Mustard;Other;FAQ;5400
Lalsot(Mandabari);Wheat;Other;FAQ;2320
Sriganganagar;Guar;Other;FAQ;5540
Sriganganagar;Mustard;Other;FAQ;5190
Goluwala;Cotton;American;FAQ;8281
Goluwala;Green Gram (Moong)(Whole);Other;FAQ;7000
Goluwala;Guar Seed(Cluster Beans Seed);Other;FAQ;5400
Goluwala;Mustard;Other;FAQ;5095
Goluwala;Onion;1st Sort;FAQ;1300
Goluwala;Potato;(Red Nanital);FAQ;600
Goluwala;Tomato;Deshi;FAQ;1700
Hanumangarh Town;Onion;1st Sort;FAQ;1200
Hanumangarh Town;Potato;(Red Nanital);FAQ;500
Hanumangarh Town;Tomato;Deshi;FAQ;1500
Sangriya;Onion;Onion;FAQ;1100
Sangriya;Potato;Potato;FAQ;850
Jaipur(Bassi);Bajra(Pearl Millet/Cumbu);Bold;FAQ;2180
Jaipur(Bassi);Barley (Jau);Deshi;FAQ;2182
Jaipur(Bassi);Bengal Gram(Gram)(Whole);999;FAQ;4560
Jaipur(Bassi);Guar Seed(Cluster Beans Seed);Other;FAQ;5360
Jaipur(Bassi);Mustard;Other;FAQ;5196
Jaipur(Bassi);Onion;Other;FAQ;1600
Jaipur(Bassi);Potato;Other;FAQ;1200
Jaipur(Bassi);Taramira;Other;FAQ;4892
Jaipur(Bassi);Tomato;Other;FAQ;750
Jaipur(Bassi);Wheat;1482;FAQ;2332
Bheenmal(Ranlwada);Bajra(Pearl Millet/Cumbu);Other;FAQ;2000
Bheenmal(Ranlwada);Mustard;Other;FAQ;5300
Jalore;Bhindi(Ladies Finger);Other;FAQ;4800
Jalore;Bitter gourd;Other;FAQ;1800
Jalore;Bottle gourd;Other;FAQ;500
Jalore;Cabbage;Other;FAQ;1300
Jalore;Capsicum;Other;FAQ;3200
Jalore;Carrot;Other;FAQ;900
Jalore;Cauliflower;Other;FAQ;1800
Jalore;Cucumbar(Kheera);Other;FAQ;2000
Jalore;Ginger(Green);Other;FAQ;3200
Jalore;Green Chilli;Other;FAQ;3800
Jalore;Guar;Gwar;FAQ;4500
Jalore;Lemon;Other;FAQ;4500
Jalore;Mint(Pudina);Mint(Pudina);FAQ;2800
Jalore;Peas Wet;Other;FAQ;2200
Jalore;Potato;Other;FAQ;900
Jalore;Tinda;Other;FAQ;2800
Jalore;Tomato;Other;FAQ;700
Nawalgarh;Onion;1st Sort;FAQ;1100
Jodhpur (Grain)(Mandor);Bajra(Pearl Millet/Cumbu);Other;FAQ;2400
Jodhpur (Grain)(Mandor);Cummin Seed(Jeera);Other;FAQ;27250
Jodhpur (Grain)(Mandor);Dry Chillies;Other;FAQ;22000
Jodhpur (Grain)(Mandor);Garlic;Average;FAQ;3750
Jodhpur (Grain)(Mandor);Green Gram (Moong)(Whole);Other;FAQ;7530
Jodhpur (Grain)(Mandor);Guar Seed(Cluster Beans Seed);Other;FAQ;5520
Jodhpur (Grain)(Mandor);Methi Seeds;Other;FAQ;5480
Jodhpur (Grain)(Mandor);Mustard;Other;FAQ;4800
Jodhpur(F&V)(Bhadwasia);Apple;Other;Medium;4500
Jodhpur(F&V)(Bhadwasia);Chikoos(Sapota);Other;Medium;1700
Jodhpur(F&V)(Bhadwasia);Garlic;Other;FAQ;3250
Jodhpur(F&V)(Bhadwasia);Grapes;Other;Medium;3000
Jodhpur(F&V)(Bhadwasia);Guava;Other;Medium;1500
Jodhpur(F&V)(Bhadwasia);Mousambi(Sweet Lime);Other;Medium;2500
Jodhpur(F&V)(Bhadwasia);Onion;Other;FAQ;550
Jodhpur(F&V)(Bhadwasia);Orange;Other;Medium;2000
Jodhpur(F&V)(Bhadwasia);Papaya;Other;Medium;1500
Jodhpur(F&V)(Bhadwasia);Pineapple;Other;Medium;1500
Jodhpur(F&V)(Bhadwasia);Pomegranate;Other;Medium;4000
Jodhpur(F&V)(Bhadwasia);Potato;Other;FAQ;500
Jodhpur(F&V)(Bhadwasia);Water Melon;Other;Small;1000
Rani;Guar;Other;FAQ;5412
Rani;Methi(Leaves);Other;FAQ;5200
Rani;Mustard;Other;FAQ;5011
Rani;Taramira;Other;FAQ;4950
Rajasamand;Onion;Onion;FAQ;1100
Rajasamand;Potato;Potato;FAQ;1400
Rajasamand;Tomato;Tomato;FAQ;900
Surajgarh;Mustard;Other;FAQ;5000
Malpura;Bajra(Pearl Millet/Cumbu);Other;FAQ;2010
Malpura;Bengal Gram(Gram)(Whole);999;FAQ;4525
Malpura;Guar Seed(Cluster Beans Seed);Other;FAQ;5225
Malpura;Jowar(Sorghum);Other;FAQ;4840
Malpura;Maize;Other;FAQ;2630
Malpura;Mustard;Other;FAQ;5400
Malpura;Wheat;Other;FAQ;2210
Jayamkondam;Groundnut (Split);Other;FAQ;10736
Jayamkondam;Sesamum(Sesame,Gingelly,Til);Other;FAQ;15611
Chengeri;Copra;Milling Copra;FAQ;8150
Karamadai;Coconut;Other;FAQ;2150
Madathukulam;Coconut;Coconut;FAQ;2200
Madathukulam;Paddy(Dhan)(Common);Other;FAQ;1760
Palladam;Coconut;Other;FAQ;1900
Pethappampatti;Coconut;Coconut;FAQ;2000
Pollachi;Copra;other;FAQ;7000
Pudupalayam;Coconut;Coconut;FAQ;2500
Thiruppur;Coconut;Coconut;FAQ;2500
Thiruppur;Dry Chillies;Other;FAQ;5500
Udumalpet;Coconut;Other;FAQ;2150
Udumalpet;Copra;other;FAQ;7800
Udumalpet;Maize;Hybrid Red (Cattle Feed);FAQ;2210
Gopalpatti;Coconut;Other;FAQ;1500
Oddunchairum;Maize;Other;FAQ;2150
Anthiyur;Coconut;Other;FAQ;2451
Erode;Turmeric;Bulb;FAQ;6105
Erode;Turmeric;Finger;FAQ;7064
Kangeyam;Copra;Copra;FAQ;7600
Muthur;Copra;Copra;FAQ;8020
Perundurai;Turmeric;Bulb;FAQ;5528
Perundurai;Turmeric;Finger;FAQ;6320
Vellakkoil;Copra;Copra;FAQ;7985
Madurai;Paddy(Dhan)(Common);ADT 43;FAQ;1739
Madurai;Paddy(Dhan)(Common);AST 16;FAQ;1970
Madurai;Paddy(Dhan)(Common);Ponni;FAQ;2046
Madurai;Paddy(Dhan)(Common);Sona;FAQ;2431
Usilampatty;Cotton;LRA;FAQ;6550
Usilampatty;Cotton;MCU 5;FAQ;6450
Usilampatty;Cotton;Other;FAQ;6350
Usilampatty;Paddy(Dhan)(Common);ADT 43;FAQ;1850
Usilampatty;Paddy(Dhan)(Common);Co. 43;FAQ;1900
Usilampatty;Paddy(Dhan)(Common);Ponni;FAQ;2100
Namagiripettai;Turmeric;Bulb;FAQ;6540
Namagiripettai;Turmeric;Finger;FAQ;7480
Namakkal;Tapioca;Tapioca;FAQ;870
Rasipuram;Copra;other;FAQ;7500
Tiruchengode;Ragi (Finger Millet);Other;FAQ;3000
Velur;Copra;other;FAQ;7859
Attur;Turmeric;Finger;FAQ;6520
Gangavalli;Maize;Other;FAQ;2200
Karumanturai;Coconut;Other;FAQ;2140
Kolathur;Cotton;Other;FAQ;7200
Konganapuram;Cotton;Other;FAQ;7850
Omalur;Groundnut;Other;FAQ;7300
Salem;Groundnut;Other;FAQ;6980
Thalaivasal;Maize;Other;FAQ;2180
Thammampati;Groundnut;Other;FAQ;7050
Thammampati;Maize;Other;FAQ;2190
Vazhapadi;Paddy(Dhan)(Common);Other;FAQ;1400
Theni;Bajra(Pearl Millet/Cumbu);Small;FAQ;2285
Theni;Cotton;MCU 5;FAQ;7200
Theni;Jowar(Sorghum);Jowar ( White);FAQ;4010
Theni;Maize;Hybrid;FAQ;2270
Vettavalam;Bajra(Pearl Millet/Cumbu);Bold;FAQ;5000
Vettavalam;Black Gram (Urd Beans)(Whole);Black Gram (Whole);FAQ;4550
Vettavalam;Paddy(Dhan)(Common);ADT 37;FAQ;1639
